ntd_id,agency_name,doing_business_as,state,reporter_type,organization_type,agency_url,match_tier,match_evidence
10143,Tri-Valley Transit Inc,,VT,Rural Reporter,Private-Non-Profit Corporation,http://www.trivalleytransit.org,registry_name_exact,registry:tri-valley-transit
10144,"Southeast Vermont Transit, Inc",,VT,Rural Reporter,Private-Non-Profit Corporation,http://www.moover.com,weak_shared_token,registry:vermont-translines
10145,Martha's Vineyard Transit Authority,,MA,Rural Reporter,Independent Public Agency or Authority of Transit Service,http://www.vineyardtransit.com,registry_name_exact,registry:martha-s-vineyard-transit-authority
10148,Rural Community Transportation,,VT,Rural Reporter,Private-Non-Profit Corporation,http://www.riderct.org,registry_name_exact,"registry:rural-community-transportation-rct,rural-community-transportation-rct-2882"
10149,Windham Region Transit District,,CT,Reduced Reporter,Independent Public Agency or Authority of Transit Service,http://www.wrtd.org,no_candidate,
10151,Green Mountain Community Network,,VT,Rural Reporter,Private-Non-Profit Corporation,http://www.greenmtncn.org,registry_name_exact,registry:green-mountain-community-network-gmcn
10153,Town of Cranberry Isles,,ME,Rural Reporter,"City, County or Local Government Unit or Department of Transportation",https://www.cranberryisles-me.gov/public-services/transportation/,no_candidate,
10154,Marble Valley Regional Transit District,,VT,Rural Reporter,"City, County or Local Government Unit or Department of Transportation",http://www.thebus.com/,registry_name_exact,registry:marble-valley-regional-transit-district-mvrtd
10155,Kennebec Valley Community Action Program,,ME,Rural Reporter,Private-Non-Profit Corporation,http://www.kvcap.org,no_candidate,
10156,Northeastern Connecticut Transit District,,CT,Rural Reporter,Independent Public Agency or Authority of Transit Service,http://www.nectd.org/,weak_shared_token,registry:connecticut-transit
10159,"VNA Home Healthcare, Hospice & Community Service",,NH,Rural Reporter,Private-Non-Profit Corporation,http://www.hcsservices.org,no_candidate,
10161,Belknap-Merrimack CAP/Concord Area Transit,,NH,Rural Reporter,Private-Non-Profit Corporation,http://www.bm-cap.org,weak_shared_token,registry:concord-area-transit
10162,Nantucket Regional Transit Authority,,MA,Rural Reporter,Independent Public Agency or Authority of Transit Service,http://www.nrtawave.com,registry_name_exact,registry:nantucket-regional-transit-authority-wave
10167,Isle au Haut Boat Services,,ME,Rural Reporter,Private-Non-Profit Corporation,http://www.isleauhaut.com,no_candidate,
10169,Waldo Community Action Partners,,ME,Rural Reporter,Private-Non-Profit Corporation,https://waldocap.org/public-transportation/,no_candidate,
10172,"Tri-County CAP, Inc./North Country Transit","Tri County Community Action Program, Inc.",NH,Rural Reporter,Private-Non-Profit Corporation,www.tricountytransit.org,no_candidate,
10173,Franklin Regional Transit Authority,,MA,Rural Reporter,Independent Public Agency or Authority of Transit Service,http://www.frta.org,registry_name_exact,registry:franklin-regional-transit-authority-frta
10175,"Downeast Transportation, Inc.",Downeast,ME,Rural Reporter,Private-Non-Profit Corporation,https://downeasttrans.org/,no_candidate,
10177,"West's Transportation, Inc.",West's Bus Service,ME,Rural Reporter,Private-For-Profit Corporation,http://westbusservice.com/,no_candidate,
10178,Town of Bedford,Bedford Local Transit,MA,Reduced Reporter,"City, County or Local Government Unit or Department of Transportation",https://www.bedfordma.gov/521/Bedford-Local-Transit-BLT,no_candidate,
10179,City of Beverly,,MA,Reduced Reporter,"City, County or Local Government Unit or Department of Transportation",,no_candidate,
10181,Town of Lexington,Lexpress,MA,Reduced Reporter,"City, County or Local Government Unit or Department of Transportation",http://lexpress.us/,no_candidate,
10182,"Mission Hill Link, Inc.",Mission Hill Link,MA,Reduced Reporter,Private-Non-Profit Corporation,https://www.missionhilllink.com/,no_candidate,
10183,"Woods Hole, Martha's Vineyard and Nantucket Steamship Authority",The Steamship Authority,MA,Full Reporter,Independent Public Agency or Authority of Transit Service,www.steamshipauthority.com,weak_shared_token,"registry:martha-s-vineyard-transit-authority,nantucket-regional-transit-authority-wave"
11147,Rhode Island Department of Transportation,,RI,Full Reporter,State Government Unit or Department of Transportation,http://www.ridethebayri.com/,registry_name_fuzzy,registry:rhode-island-public-transit-authority (jaccard 0.67)
11152,Mashantucket Pequot Tribal Nation,,CT,Reduced Reporter,Tribe,https://www.mptn-nsn.gov/CommunityBus.aspx,no_candidate,
11156,Southwestern Community Services Transportation,,NH,Rural Reporter,Private-Non-Profit Corporation,www.scshelps.org,no_candidate,
11160,Peter Pan Bus Lines,Peter Pan,MA,Full Reporter,Private-For-Profit Corporation,www.peterpanbus.com,registry_name_exact,registry:peter-pan
11235,Maine Department of Transportation,,ME,Rural Reporter,State Government Unit or Department of Transportation,https://www.maine.gov/mdot/ferry/,no_candidate,
11239,"Hyannis Harbor Tours, Inc.",Hy-Line Cruises,MA,Full Reporter,Private-For-Profit Corporation,https://hylinecruises.com/,registry_name_exact,registry:hy-line-cruises
20002,Capital District Transportation Authority,,NY,Full Reporter,Independent Public Agency or Authority of Transit Service,http://www.cdta.org/,registry_name_exact,registry:capital-district-transportation-authority-cdta
20003,Broome County,BC Transit,NY,Full Reporter,"City, County or Local Government Unit or Department of Transportation",http://www.gobroomecounty.com/transit/,registry_name_exact,"registry:broome-county-transit-b-c-transit,broome-county-transit-b-c-transit-2079"
20004,Niagara Frontier Transportation Authority,NFTA - Metro Bus & Rail,NY,Full Reporter,Independent Public Agency or Authority of Transit Service,http://metro.nfta.com/,registry_name_exact,registry:niagara-frontier-transportation-authority-nfta
20005,Chemung County,C TRAN,NY,Reduced Reporter,"City, County or Local Government Unit or Department of Transportation",https://ridectran.com/en/,registry_name_exact,registry:c-tran-305
20006,City of Long Beach,,NY,Full Reporter,"City, County or Local Government Unit or Department of Transportation",https://www.longbeachny.gov/index.asp?Type=B_BASIC&SEC=FC64AE5C-ECA2-4D72-BD86-A1F4F8190EED,registry_name_exact,registry:city-of-long-beach-transportation
20008,MTA New York City Transit,,NY,Full Reporter,"Subsidiary Unit of a Transit Agency, Reporting Separately",http://www.mta.info/,atlas_ntd_id,transitland-atlas
20010,Dutchess County,Dutchess County Public Transit,NY,Full Reporter,"City, County or Local Government Unit or Department of Transportation",www.dutchessny.gov/publictransit,registry_name_exact,registry:dutchess-county
20018,Central New York Regional Transportation Authority,New York Regional Transportation Authority,NY,Full Reporter,Independent Public Agency or Authority of Transit Service,http://www.centro.org/,registry_domain,registry:centro
20071,Town of Huntington,Huntington Area Rapid Transit,NY,Full Reporter,"City, County or Local Government Unit or Department of Transportation",http://www.huntingtonny.gov/hart/,registry_name_exact,registry:huntington-area-rapid-transit-hart
20072,Suffolk County,Suffolk County Transit,NY,Full Reporter,"City, County or Local Government Unit or Department of Transportation",http://www.sctbus.org/,registry_name_exact,"registry:suffolk-county-transit,suffolk-county-transit-3115"
20075,Port Authority Transit Corporation,,NJ,Full Reporter,Independent Public Agency or Authority of Transit Service,http://www.ridepatco.org/,registry_domain,registry:patco-speedline
20076,Westchester County,Westchester County - Bee Line,NY,Full Reporter,"City, County or Local Government Unit or Department of Transportation",https://transportation.westchestergov.com/,registry_name_exact,"registry:westchester-county-bee-line-system-wcdot,westchester-county-bee-line-system-wcdot-2353"
20078,"Metro-North Commuter Railroad Company, dba: MTA Metro-North Railroad",,NY,Full Reporter,"Subsidiary Unit of a Transit Agency, Reporting Separately",http://www.mta.info/,registry_ntd_id,registry:mta
20080,New Jersey Transit Corporation,,NJ,Full Reporter,Other Publicly-Owned or Privately Chartered Corporation,http://www.njtransit.com/,registry_ntd_id,"registry:new-jersey-transit-nj-transit,new-jersey-transit-nj-transit-509"
20082,New York City Department of Transportation,,NY,Full Reporter,"City, County or Local Government Unit or Department of Transportation",http://www.nyc.gov/html/dot/html/home/home.shtml,registry_domain,registry:staten-island-ferry
20084,County of Rockland,,NY,Full Reporter,"City, County or Local Government Unit or Department of Transportation",http://rocklandgov.com/departments/public-transportation/,no_candidate,
20085,Town of Clarkstown,Mini Trans,NY,Reduced Reporter,"City, County or Local Government Unit or Department of Transportation",https://town.clarkstown.ny.us/town_hall/mini_trans,weak_shared_token,registry:clarkstown-minitrans
20096,Putnam County,Putnam Area Rapid Transit,NY,Full Reporter,"City, County or Local Government Unit or Department of Transportation",http://www.putnamcountyny.com/transportation/,registry_name_fuzzy,registry:part-putnam-area-rapid-transit (jaccard 0.67)
20098,Port Authority Trans-Hudson Corporation,,NY,Full Reporter,Independent Public Agency or Authority of Transit Service,http://www.panynj.gov/,weak_shared_token,"registry:hudson-link,roosevelt-island-operating-corporation-tramway-rioc-tramway"
20099,Staten Island Rapid Transit Operating Authority,MTA Staten Island Railway,NY,Full Reporter,"Subsidiary Unit of a Transit Agency, Reporting Separately",http://www.mta.info/,weak_shared_token,"registry:huntington-area-rapid-transit-hart,metropolitan-transit-authority-mta-514,part-putnam-area-rapid-transit,roosevelt-island-operating-corporation-tramway-rioc-tramway,staten-island-ferry"
20100,MTA Long Island Rail Road,,NY,Full Reporter,"Subsidiary Unit of a Transit Agency, Reporting Separately",http://www.mta.info/lirr,registry_ntd_id,registry:long-island-rail-road
20113,Regional Transit Service,,NY,Full Reporter,Independent Public Agency or Authority of Transit Service,http://www.myrts.com/,registry_name_exact,registry:regional-transit-service
20122,"Academy Lines, Inc.",Academy,NJ,Full Reporter,Private-For-Profit Corporation,http://www.academybus.com/,no_candidate,
20126,Shortline Transit LLC,Short Line,NJ,Full Reporter,Private-For-Profit Corporation,http://www.shortlinebus.com/,no_candidate,
20128,Suburban Transit Lines LLC,Suburban Transit,NJ,Full Reporter,Private-For-Profit Corporation,http://www.suburbantransit.com/,no_candidate,
20145,Tompkins Consolidated Area Transit,,NY,Full Reporter,Private-Non-Profit Corporation,http://www.tcatbus.com/,registry_ntd_id,registry:tompkins-consolidated-area-transit-inc
20148,Newburgh Beacon Bus Corporation,,NY,Reduced Reporter,Private Provider Reporting on Behalf of a Public Entity,http://www.leprechaunlines.com/,weak_shared_token,"registry:newburgh-beacon-shuttle-leprechaun-lines,roosevelt-island-operating-corporation-tramway-rioc-tramway,transit-orange-newburgh-local-transit"
20149,"Rockland Coaches, Inc.",,NJ,Full Reporter,Private-For-Profit Corporation,https://www.coachusa.com/rockland-coaches,no_candidate,
20160,"Community Transit Lines, Inc.",Community Transit,NJ,Reduced Reporter,Private-For-Profit Corporation,https://www.coachusa.com/community-coach,no_candidate,
20163,"Lakeland Bus Lines, Inc.",,NJ,Full Reporter,Private-For-Profit Corporation,http://www.lakelandbus.com/,no_candidate,
20165,OBC Lines LLC,OBC Lines,NJ,Reduced Reporter,Private-For-Profit Corporation,https://tinyurl.com/3d47f973,no_candidate,
20169,"Trans-Bridge Lines, Inc.",,PA,Full Reporter,Private-For-Profit Corporation,http://www.transbridgelines.com/,no_candidate,
20175,Private Transportation Corporation,,NY,Full Reporter,Private-For-Profit Corporation,https://williamsboropark.com,weak_shared_token,registry:roosevelt-island-operating-corporation-tramway-rioc-tramway
20176,Kaser Bus Service,,NY,Reduced Reporter,Private-For-Profit Corporation,,weak_shared_token,"registry:regional-transit-service,regional-transit-service-seneca-rts-seneca,yates-transit-service"
