ntd_id,agency_name,doing_business_as,state,reporter_type,organization_type,agency_url,match_tier,match_evidence
30008,Greater Lynchburg Transit Company,,VA,Full Reporter,Independent Public Agency or Authority of Transit Service,http://www.gltconline.com/,weak_shared_token,"registry:alexandria-transit-company-dash,greater-lynchburg-transit-co"
30009,City of Petersburg,Petersburg Area Transit,VA,Reduced Reporter,"City, County or Local Government Unit or Department of Transportation",http://www.petersburgva.gov/299/Petersburg-Area-Transit,registry_name_exact,registry:petersburg-area-transit
30010,Lehigh and Northampton Transportation Authority,,PA,Full Reporter,Independent Public Agency or Authority of Transit Service,http://www.lantabus.com/,registry_name_exact,registry:lehigh-and-northampton-transportation-authority-lanta
30011,Altoona Metro Transit,AMTRAN,PA,Full Reporter,Independent Public Agency or Authority of Transit Service,http://www.amtran.org/,atlas_ntd_id,transitland-atlas
30012,Cambria County Transit Authority,CamTran,PA,Full Reporter,Independent Public Agency or Authority of Transit Service,http://www.camtranbus.com/,atlas_ntd_id,transitland-atlas
30013,Erie Metropolitan Transit Authority,the e,PA,Full Reporter,Independent Public Agency or Authority of Transit Service,http://www.ride-the-e.com/,registry_name_exact,registry:erie-metropolitan-transit-authority
30015,Luzerne County Transportation Authority,,PA,Full Reporter,Independent Public Agency or Authority of Transit Service,http://www.lctabus.com/,atlas_ntd_id,transitland-atlas
30019,Southeastern Pennsylvania Transportation Authority,,PA,Full Reporter,Independent Public Agency or Authority of Transit Service,http://www.septa.org/,registry_domain,"registry:southeastern-pennsylvania-transportation-authority-septa,southeastern-pennsylvania-transportation-authority-septa-503"
30022,Pittsburgh Regional Transit,,PA,Full Reporter,Independent Public Agency or Authority of Transit Service,https://www.rideprt.org/,no_candidate,
30023,Beaver County Transit Authority,,PA,Full Reporter,Independent Public Agency or Authority of Transit Service,http://www.bcta.com/,registry_name_exact,"registry:beaver-county-transit-authority,beaver-county-transit-authority-2262"
30025,County of Lackawanna Transit System,,PA,Full Reporter,Independent Public Agency or Authority of Transit Service,http://www.coltsbus.com/,atlas_ntd_id,transitland-atlas
30030,Washington Metropolitan Area Transit Authority,Washington Metro,DC,Full Reporter,Independent Public Agency or Authority of Transit Service,http://www.WMATA.com/,registry_ntd_id,"registry:washington-county-transit,washington-county-transit-2286,washington-metropolitan-area-transit-authority-wmata,washington-metropolitan-area-transit-authority-wmata-1847"
30034,Maryland Transit Administration,MTA,MD,Full Reporter,State Government Unit or Department of Transportation,http://www.mta.maryland.gov/,atlas_ntd_id,transitland-atlas
30035,Ohio Valley Regional Transportation Authority,,WV,Full Reporter,Independent Public Agency or Authority of Transit Service,http://www.ovrta.org/,no_candidate,
30036,City of Charlottesville,Charlottesville Area Transit,VA,Reduced Reporter,"City, County or Local Government Unit or Department of Transportation",https://www.charlottesville.gov/Transit,no_candidate,
30040,City of Annapolis,Annapolis Transit,MD,Reduced Reporter,"City, County or Local Government Unit or Department of Transportation",https://www.annapolis.gov/159/Transportation,registry_name_exact,"registry:annapolis-transit,annapolis-transit-2285"
30041,Board of Commissioners of Allegany County Maryland,Allegany County Transit,MD,Rural Reporter,"City, County or Local Government Unit or Department of Transportation",http://www.alleganygov.org/315/Transit,registry_name_exact,registry:allegany-county-transit
30042,Washington County,Washington County Transit,MD,Reduced Reporter,"City, County or Local Government Unit or Department of Transportation",http://www.washco-md.net/transit/,registry_name_exact,"registry:washington-county-transit,washington-county-transit-2286"
30044,Westmoreland County Transit Authority,,PA,Full Reporter,Independent Public Agency or Authority of Transit Service,http://www.westmorelandtransit.com/,no_candidate,
30045,"JAUNT, Inc.",,VA,Full Reporter,Other Publicly-Owned or Privately Chartered Corporation,http://www.ridejaunt.org/,registry_name_exact,registry:jaunt-inc
30051,"Montgomery County, Maryland",Ride On,MD,Full Reporter,"City, County or Local Government Unit or Department of Transportation",https://www.montgomerycountymd.gov/dot-transit/,registry_domain,registry:montgomery-county-department-of-transportation-ride-on
30053,City of Bristol Virginia,Bristol Virginia Transit,VA,Reduced Reporter,"City, County or Local Government Unit or Department of Transportation",http://www.bristolva.org/196/transit,registry_name_exact,registry:bristol-virginia-transit
30054,Centre Area Transportation Authority,,PA,Full Reporter,Independent Public Agency or Authority of Transit Service,http://www.catabus.com/,catalog_name_exact,mdb:mdb-1236
30055,Mercer County Regional Council of Governments,Shenango Valley Shuttle Service /MCCT,PA,Reduced Reporter,"City, County or Local Government Unit or Department of Transportation",http://svss.mcrcog.com/,atlas_ntd_id,transitland-atlas
30057,Pennsylvania Department of Transportation,,PA,Full Reporter,State Government Unit or Department of Transportation,http://www.dot.state.pa.us/,weak_shared_token,"registry:southeastern-pennsylvania-transportation-authority-septa,southeastern-pennsylvania-transportation-authority-septa-503"
30058,City of Fairfax,CUE Bus,VA,Full Reporter,"City, County or Local Government Unit or Department of Transportation",http://www.CueBus.org/,registry_name_fuzzy,registry:fairfax-cue-bus-cue (jaccard 1.00)
30061,Mid Mon Valley Transit Authority,,PA,Full Reporter,Independent Public Agency or Authority of Transit Service,http://www.mmvta.com/,atlas_ntd_id,transitland-atlas
30068,"Fairfax County, VA",Fairfax Connector Bus System,VA,Full Reporter,"City, County or Local Government Unit or Department of Transportation",http://www.fairfaxconnector.com/,weak_shared_token,"registry:fairfax-connector,fairfax-cue-bus-cue,fairfax-cue-bus-cue-2885"
30069,City of Danville,Danville Transit,VA,Rural Reporter,"City, County or Local Government Unit or Department of Transportation",http://www.danvilletransit.com/,catalog_name_exact,mdb:mdb-2440
30070,Potomac and Rappahannock Transportation Commission,OmniRide,VA,Full Reporter,Independent Public Agency or Authority of Transit Service,http://www.prtctransit.org/,registry_name_exact,registry:potomac-and-rappahannock-transportation-commission-prtc
30071,City of Alexandria,DASH,VA,Full Reporter,"City, County or Local Government Unit or Department of Transportation",https://www.dashbus.com,registry_domain,registry:alexandria-transit-company-dash
30072,"Frederick County, Maryland",TransIt Services of Frederick,MD,Full Reporter,"City, County or Local Government Unit or Department of Transportation",https://www.frederickcountymd.gov/105/TransIT,registry_domain,registry:frederick-county-transit
30073,Virginia Railway Express,,VA,Full Reporter,Independent Public Agency or Authority of Transit Service,http://www.vre.org/,registry_ntd_id,registry:virginia-railway-express-vre
30074,Harford County Maryland,Harford Transit LINK,MD,Reduced Reporter,"City, County or Local Government Unit or Department of Transportation",http://www.harfordcountymd.gov/213/Harford-Transit-LINK,registry_name_exact,registry:harford-transit-link
30075,Delaware Transit Corporation,,DE,Full Reporter,Independent Public Agency or Authority of Transit Service,http://www.DartFirstState.com/,registry_name_exact,registry:delaware-transit-corporation-dart-first-state
30076,Williamsburg Area Transit Authority,,VA,Full Reporter,Independent Public Agency or Authority of Transit Service,http://www.gowata.org/,registry_name_exact,"registry:williamsburg-area-transit-authority,williamsburg-area-transit-authority-2649,williamsburg-area-transit-authority-wata"
30077,Borough of Pottstown,Pottstown Area Rapid Transit,PA,Full Reporter,"City, County or Local Government Unit or Department of Transportation",www.pottstownarearapidtransit.com,atlas_ntd_id,transitland-atlas
30079,City of Fredericksburg,Fredericksburg Regional Transit,VA,Reduced Reporter,"City, County or Local Government Unit or Department of Transportation",http://www.fredericksburgva.gov/transit,registry_name_exact,"registry:fredericksburg-regional-transit,fredericksburg-regional-transit-2430"
30080,"Arlington County, Virginia",Arlington Transit,VA,Full Reporter,"City, County or Local Government Unit or Department of Transportation",http://www.arlingtontransit.com/,registry_ntd_id,registry:arlington-transit
30081,Loudoun County,Loudoun County Transit,VA,Full Reporter,"City, County or Local Government Unit or Department of Transportation",http://www.loudoun.gov/transit,registry_name_exact,registry:loudoun-county-transit
30083,Transportation District Commission of Hampton Roads,Hampton Roads Transit,VA,Full Reporter,Independent Public Agency or Authority of Transit Service,http://www.gohrt.com/,registry_name_exact,registry:hampton-roads-transit-hrt
30085,"Prince George's County, Maryland",Prince George's County Transit/TheBus,MD,Full Reporter,"City, County or Local Government Unit or Department of Transportation",https://www.princegeorgescountymd.gov/2778/MetroTransportation,registry_name_fuzzy,registry:prince-george-s-county-the-bus (jaccard 0.60)
30087,County of Fayette,Fayette Area Coordinated Transportation,PA,Full Reporter,"City, County or Local Government Unit or Department of Transportation",http://www.factbus.com/,atlas_ntd_id,transitland-atlas
30088,"County Commissioners of Charles County, MD",PGM VanGO,MD,Full Reporter,"City, County or Local Government Unit or Department of Transportation",http://www.go-vango.com/,weak_shared_token,registry:charles-county-vango
30089,Monongalia County Urban Mass Transit Authority,Mountain Line Transit Authority,WV,Reduced Reporter,Independent Public Agency or Authority of Transit Service,http://www.busride.org/,registry_name_exact,registry:mountain-line-transit-authority
30090,Eastern Panhandle Transit Authority,,WV,Reduced Reporter,Independent Public Agency or Authority of Transit Service,http://www.eptawv.com,no_candidate,
30091,Town of Blacksburg,Blacksburg Transit,VA,Full Reporter,"City, County or Local Government Unit or Department of Transportation",http://www.ridebt.org,registry_name_exact,registry:blacksburg-transit
30092,"The County Commissioners of Carroll County, Maryland",Carroll Transit System,MD,Reduced Reporter,"City, County or Local Government Unit or Department of Transportation",https://www.carrollcountymd.gov/government/directory/public-works/carroll-transit-system/,registry_name_exact,registry:carroll-transit-system
30093,City of Hazleton,Hazleton Public Transit,PA,Reduced Reporter,"City, County or Local Government Unit or Department of Transportation",http://www.ridehpt.com,atlas_ntd_id,transitland-atlas
30094,City of Harrisonburg,,VA,Full Reporter,"City, County or Local Government Unit or Department of Transportation",https://www.harrisonburgva.gov/bus-service,registry_domain,registry:harrisonburg-department-of-public-transportation-hdpt
30095,County of Lebanon Transit Authority,Lebanon Transit,PA,Full Reporter,Independent Public Agency or Authority of Transit Service,http://www.lebanontransit.org/,atlas_ntd_id,transitland-atlas
30096,The Tri-County Council for the Lower Eastern Shore of Maryland,Shore Transit,MD,Full Reporter,Independent Public Agency or Authority of Transit Service,http://www.shoretransit.org/,registry_name_exact,"registry:shore-transit,shore-transit-3149"
30099,City of Winchester,WinTran,VA,Reduced Reporter,"City, County or Local Government Unit or Department of Transportation",https://www.winchesterva.gov/public-transportation,registry_name_exact,registry:wintran
30107,West Virginia University,Personal Rapid Transit,WV,Full Reporter,University,https://prt.wvu.edu/,no_candidate,
30108,Cecil County Government,Cecil Transit,MD,Reduced Reporter,"City, County or Local Government Unit or Department of Transportation",http://www.ceciltransit.com/,registry_name_exact,"registry:cecil-transit,cecil-transit-3034"
30109,St. Mary's County Government,St. Mary's Transit System,MD,Reduced Reporter,"City, County or Local Government Unit or Department of Transportation",https://www.stmaryscountymd.gov/DPW/STS-Transit/,registry_name_exact,registry:st-mary-s-transit-system-sts
30111,Washington County Transportation Authority,Freedom Transit,PA,Full Reporter,Independent Public Agency or Authority of Transit Service,www.freedom-transit.org,atlas_ntd_id,transitland-atlas
30112,District Department of Transportation,"DC Circulator, DC Streetcar",DC,Full Reporter,State Government Unit or Department of Transportation,http://ddot.dc.gov,registry_domain,registry:dc-circulator
30114,Accomack-Northhampton Transportation District Comm,STAR Transit,VA,Rural Reporter,"City, County or Local Government Unit or Department of Transportation",http://www.mystartransit.org/,registry_name_exact,registry:star-transit-819
30115,"New River Valley Senior Services, Inc.",Pulaski Area Transit,VA,Rural Reporter,Private-Non-Profit Corporation,http://www.pulaskitransit.org,registry_name_exact,"registry:pulaski-area-transit-pat,pulaski-area-transit-pat-2198"
30116,Borough of Mt. Carmel,Lower Anthracite Transportation System,PA,Rural Reporter,"City, County or Local Government Unit or Department of Transportation",https://mountcarmelborough.org/lats/,atlas_ntd_id,transitland-atlas
30118,Virginia Regional Transit,,VA,Rural Reporter,Private-Non-Profit Corporation,www.vatransit.org,registry_name_exact,registry:virginia-regional-transit
30119,Central West Virginia Transit Authority,,WV,Rural Reporter,Independent Public Agency or Authority of Transit Service,http://www.centrabus.com/,no_candidate,
30121,City of Bluefield,,WV,Rural Reporter,"City, County or Local Government Unit or Department of Transportation",http://ridethebatbus.com/,no_candidate,
30122,Randolph County Senior Center,Country Roads Transit,WV,Rural Reporter,Private-Non-Profit Corporation,http://www.countryroadstransit.com/,no_candidate,
30123,District Three Governmental Cooperative,Mountain Lynx Transit,VA,Reduced Reporter,Independent Public Agency or Authority of Transit Service,district-three.org/index.php/public-transit/,registry_name_exact,registry:mountain-lynx-transit
30124,Warren County Transit Authority,Transit Authority of Warren County,PA,Rural Reporter,Independent Public Agency or Authority of Transit Service,http://www.tawcbus.com,no_candidate,
30127,Schuylkill Transportation System,,PA,Rural Reporter,Independent Public Agency or Authority of Transit Service,http://www.go-sts.com,atlas_ntd_id,transitland-atlas
30129,Anne Arundel County,,MD,Full Reporter,"City, County or Local Government Unit or Department of Transportation",https://www.aacounty.org/transportation/transit/transit-app,weak_shared_token,registry:queen-anne-s-county-ride
30130,Baltimore County Department of Public Works Transportation,,MD,Reduced Reporter,"City, County or Local Government Unit or Department of Transportation",https://www.baltimorecountymd.gov/departments/public-works/traffic/transportation/countyride/,weak_shared_token,registry:montgomery-county-department-of-transportation-ride-on
30131,"Board of County Commissioners of Calvert County, Maryland",Calvert County Public Transportation,MD,Reduced Reporter,"City, County or Local Government Unit or Department of Transportation",www.calvertcountymd.gov/transportation,registry_name_exact,registry:calvert-county-public-transportation
30135,Potomac Valley Transit Authority,,WV,Rural Reporter,Independent Public Agency or Authority of Transit Service,http://www.potomacvalleytransit.org/,no_candidate,
30137,Monroe County Transportation Authority,Pocono Pony,PA,Rural Reporter,Independent Public Agency or Authority of Transit Service,www.gomcta.com,registry_name_exact,registry:monroe-county-transportation-authority-mcta
30138,Barbour Co. Senior Center,Here & There Transit,WV,Rural Reporter,Private-Non-Profit Corporation,http://www.hereandtheretransit.com/,no_candidate,
30140,Mountain Transit Authority,,WV,Rural Reporter,Independent Public Agency or Authority of Transit Service,http://www.mtawv.com/,weak_shared_token,registry:mountain-line-transit-authority
30141,Butler Transit Authority,The Bus,PA,Reduced Reporter,Independent Public Agency or Authority of Transit Service,http://www.butlertransitauthority.com,registry_ntd_id,registry:butler-county-regional-transit-authority
30147,Town of Chincoteague,Pony Express,FL,Rural Reporter,"City, County or Local Government Unit or Department of Transportation",https://www.chincoteague.com/pony-express.html,weak_shared_token,registry:bay-town-trolley
30149,Fairmont Marion County Transit Authority,,WV,Rural Reporter,Independent Public Agency or Authority of Transit Service,http://www.fmcta.com/,no_candidate,
30151,New Castle Area Transit Authority,,PA,Rural Reporter,Independent Public Agency or Authority of Transit Service,http://www.newcastletransit.org,atlas_ntd_id,transitland-atlas
30155,Mayor and City Council Town of Ocean City,,MD,Rural Reporter,"City, County or Local Government Unit or Department of Transportation",https://oceancitymd.gov/oc/departments/public-works/transportation/,weak_shared_token,registry:ocean-city-transportation
30157,Town of Altavista,Altavista Community Transit System,VA,Rural Reporter,"City, County or Local Government Unit or Department of Transportation",https://www.altavistava.gov/government/town_departments/transportation/index.php,registry_name_exact,registry:altavista-community-transit-system
30164,Town of Bluefield,Graham Transit,VA,Rural Reporter,"City, County or Local Government Unit or Department of Transportation",https://www.bluefieldva.org/departments/transit_transportation.php,registry_name_exact,registry:graham-transit
30165,Town of Farmville,Farmville Area Bus,VA,Rural Reporter,"City, County or Local Government Unit or Department of Transportation",https://www.farmvilleva.com/175/Farmville-Area-Bus,registry_name_exact,registry:farmville-area-bus
30170,Endless Mountains Transportation Authority,BeST Transit,PA,Rural Reporter,Independent Public Agency or Authority of Transit Service,http://www.goBeSTtransit.com,atlas_ntd_id,transitland-atlas
30172,Bay Aging,Bay Transit,VA,Rural Reporter,Area Agency on Aging,www.baytransit.org,registry_name_exact,registry:bay-transit
30174,Appalachian Agency for Senior Citizens,Four County Transit,VA,Rural Reporter,Private-Non-Profit Corporation,http://www.fourcountytransit.org,registry_name_exact,registry:four-county-transit
30177,Indiana County Transit Authority,IndiGO,PA,Rural Reporter,Independent Public Agency or Authority of Transit Service,http://www.indigobus.com,atlas_ntd_id,transitland-atlas
30178,"Unified Human Services Transportation Systems, Inc",RADAR,VA,Rural Reporter,Private-Non-Profit Corporation,http://www.radartransit.org,registry_name_exact,registry:radar
30183,Tri River Transit,,WV,Rural Reporter,Independent Public Agency or Authority of Transit Service,http://www.tririver.org/,no_candidate,
30184,Town of Blackstone,Blackstone Area Bus Service,VA,Rural Reporter,"City, County or Local Government Unit or Department of Transportation",http://www.blackstonebus.com,registry_name_exact,registry:blackstone-area-bus-service
30185,Crawford Area Transportation Authority,,PA,Rural Reporter,Independent Public Agency or Authority of Transit Service,http://www.catabus.org,atlas_ntd_id,transitland-atlas
30190,"Preston County Sr. Cit, Inc.",Buckwheat Express,WV,Rural Reporter,Private-Non-Profit Corporation,http://www.buckwheatexpress.com/,no_candidate,
30192,Queen Anne's County,County Ride,MD,Reduced Reporter,"City, County or Local Government Unit or Department of Transportation",https://www.qac.org/181/County-Ride,registry_name_fuzzy,registry:queen-anne-s-county-ride (jaccard 1.00)
30194,Mid-County Transit Authority,Town and Country Transit,PA,Rural Reporter,Independent Public Agency or Authority of Transit Service,http://www.tandctransit.com,no_candidate,
30196,Area Transportation Authority of North Central PA,,PA,Rural Reporter,Independent Public Agency or Authority of Transit Service,http://www.rideata.com/,atlas_ntd_id,transitland-atlas
30198,City of Suffolk,Suffolk Transit,VA,Reduced Reporter,"City, County or Local Government Unit or Department of Transportation",https://www.suffolkva.us/429/Suffolk-Transit,no_candidate,
30199,New River Transit Authority,New River Transit,WV,Reduced Reporter,Independent Public Agency or Authority of Transit Service,http://www.newrivertransitauthority.org/,no_candidate,
30200,City of Radford,Radford Transit,VA,Reduced Reporter,"City, County or Local Government Unit or Department of Transportation",https://www.radfordva.gov/2343/RT-SCHEDULES-AND-MAPS,registry_name_exact,"registry:radford-transit,radford-transit-2415"
30201,City of Baltimore,Charm City Circulator,MD,Full Reporter,"City, County or Local Government Unit or Department of Transportation",transportation.baltimorecity.gov/,registry_name_exact,registry:charm-city-circulator
30202,South Central Transit Authority,,PA,Full Reporter,Independent Public Agency or Authority of Transit Service,https://www.sctapa.com/,no_candidate,
30203,York County,Yorktown Trolley,VA,Reduced Reporter,"City, County or Local Government Unit or Department of Transportation",https://www.visityorktown.org/260/Trolley-Parking,no_candidate,
30205,"Transit Management of Central Maryland, Inc.",Regional Transportation Agency of Central Maryland,MD,Full Reporter,Other Publicly-Owned or Privately Chartered Corporation,https://www.transitrta.com/,registry_name_exact,registry:regional-transportation-agency-of-central-maryland-rta
30206,Susquehanna Regional Transportation Authority,rabbittransit,PA,Full Reporter,Independent Public Agency or Authority of Transit Service,https://www.rabbittransit.org/,registry_domain,registry:rabbit-transit
30207,RIVER VALLEY TRANSIT AUTHORITY,River Valley Transit,PA,Full Reporter,Independent Public Agency or Authority of Transit Service,www.ridervt.com,no_candidate,
30209,City of Weirton,Weirton Transit,WV,Reduced Reporter,"City, County or Local Government Unit or Department of Transportation",https://www.cityofweirton.com/221/Weirton-Transit,no_candidate,
30571,Delmarva Community Services Inc.,,MD,Rural Reporter,Private-Non-Profit Corporation,http://www.dcsdct.org/transportation--mobility.html,registry_name_fuzzy,registry:delmarva-community-transit (jaccard 0.67)
30989,Central Shenandoah Planning District Commission,BRITE Bus,VA,Reduced Reporter,"MPO, COG or Other Planning Agency",https://www.britebus.org/,registry_domain,registry:brite
31025,County of Greensville,Greensville Emporia Transit,VA,Rural Reporter,"City, County or Local Government Unit or Department of Transportation",http://www.greensvillecountyva.gov/index.php/departments/transportation,registry_name_exact,registry:greensville-emporia-transit
40001,Chattanooga Area Regional Transportation Authority,,TN,Full Reporter,"City, County or Local Government Unit or Department of Transportation",http://www.gocarta.org/,registry_name_exact,"registry:chattanooga-area-regional-transportation-authority-carta,chattanooga-area-regional-transportation-authority-carta-2082"
40002,City of Knoxville,Knoxville Area Transit,TN,Full Reporter,"City, County or Local Government Unit or Department of Transportation",http://www.katbus.com/,registry_name_exact,registry:knoxville-area-transit-kat
40003,City of Memphis,Memphis Area Transit Authority,TN,Full Reporter,"City, County or Local Government Unit or Department of Transportation",http://www.matatransit.com/,registry_name_exact,"registry:memphis-area-transit-authority,memphis-area-transit-authority-2352"
40004,Metropolitan Transit Authority,WeGo Public Transit,TN,Full Reporter,Independent Public Agency or Authority of Transit Service,https://www.wegotransit.com/,registry_domain,registry:nashville-mta-wego-public-transit
40005,City of Asheville,ART (Asheville Rides Transit),NC,Full Reporter,"City, County or Local Government Unit or Department of Transportation",http://www.ridetheart.com/,weak_shared_token,registry:asheville-rides-transit
40006,Cape Fear Public Transportation Authority,Wave Transit,NC,Full Reporter,Independent Public Agency or Authority of Transit Service,http://www.wavetransit.com/,registry_name_exact,registry:wave-transit
40007,City of Raleigh,GoRaleigh,NC,Full Reporter,"City, County or Local Government Unit or Department of Transportation",http://www.raleighnc.gov/transit/,registry_ntd_id,registry:capital-area-transit-goraleigh-2074
40008,City of Charlotte North Carolina,,NC,Full Reporter,"City, County or Local Government Unit or Department of Transportation",http://www.ridetransit.org,registry_domain,registry:charlotte-area-transit-system-cats-2265
40009,City of Fayetteville,Fayetteville Area System of Transit,NC,Full Reporter,"City, County or Local Government Unit or Department of Transportation",https://www.fayettevillenc.gov/city-services/transit,no_candidate,
40010,City of Gastonia,Gastonia Transit,NC,Reduced Reporter,"City, County or Local Government Unit or Department of Transportation",https://www.cityofgastonia.com/residents/transportation.html,no_candidate,
40011,City of High Point,High Point Transit System,NC,Reduced Reporter,"City, County or Local Government Unit or Department of Transportation",https://www.highpointnc.gov/transit,no_candidate,
40012,City of Winston Salem,Winston-Salem Transit Authority,NC,Full Reporter,"City, County or Local Government Unit or Department of Transportation",http://www.wstransit.com/,atlas_ntd_id,transitland-atlas
40014,Ms Coast Transportation Authority,COAST TRANSIT AUTHORITY,MS,Full Reporter,Independent Public Agency or Authority of Transit Service,http://www.CoastTransit.com/,no_candidate,
40015,"City of Jackson, MS",,MS,Full Reporter,"City, County or Local Government Unit or Department of Transportation",www.ridejtran.com,weak_shared_token,registry:city-of-jackson-jtran
40016,City of Ashland,Ashland Bus System,KY,Reduced Reporter,"City, County or Local Government Unit or Department of Transportation",https://www.ashlandky.gov/residents/ashland_bus_system/index.php,no_candidate,
40017,Lexington Transit Authority,Lextran,KY,Full Reporter,Independent Public Agency or Authority of Transit Service,http://www.lextran.com/,registry_name_exact,"registry:lextran,lextran-2067"
40018,Transit Authority of River City,,KY,Full Reporter,Independent Public Agency or Authority of Transit Service,http://www.ridetarc.org/,registry_name_exact,registry:transit-authority-of-river-city-tarc
40019,Transit Authority of Northern Kentucky,,KY,Full Reporter,Independent Public Agency or Authority of Transit Service,http://www.tankbus.org/,registry_name_exact,"registry:transit-authority-of-northern-kentucky-tank,transit-authority-of-northern-kentucky-tank-2068"
40020,City of Owensboro,Owensboro Transit Systems,KY,Reduced Reporter,"City, County or Local Government Unit or Department of Transportation",https://transit.owensboro.org,no_candidate,
40021,City of Albany,Albany Transit System,GA,Full Reporter,"City, County or Local Government Unit or Department of Transportation",http://www.albanyga.gov/about-us/city-departments/albany-transit-system,registry_name_exact,registry:albany-transit-system
40022,Metropolitan Atlanta Rapid Transit Authority,,GA,Full Reporter,Independent Public Agency or Authority of Transit Service,http://www.itsmarta.com/,registry_name_exact,registry:metropolitan-atlanta-rapid-transit-authority-marta
40023,Augusta Richmond County Transit Department,Augusta Transit,GA,Full Reporter,"City, County or Local Government Unit or Department of Transportation",https://www.augustaga.gov/2770/Transit,no_candidate,
40024,Columbus Consolidated Government,METRA,GA,Reduced Reporter,"City, County or Local Government Unit or Department of Transportation",http://www.columbusga.org/metra/,no_candidate,
40025,Chatham Area Transit Authority,,GA,Full Reporter,Independent Public Agency or Authority of Transit Service,http://www.catchacat.org/,registry_name_exact,"registry:chatham-area-transit-cat,chatham-area-transit-cat-2080"
40026,Manatee County Board of County Commissioners,Manatee County Area Transit,FL,Full Reporter,"City, County or Local Government Unit or Department of Transportation",https://www.mymanatee.org/departments/mcat,registry_name_exact,"registry:manatee-county-area-transit,manatee-county-area-transit-2258"
40027,Pinellas Suncoast Transit Authority,,FL,Full Reporter,Independent Public Agency or Authority of Transit Service,http://www.psta.net/,registry_name_exact,registry:pinellas-suncoast-transit-authority-psta
40028,Lee County,LeeTran,FL,Full Reporter,"City, County or Local Government Unit or Department of Transportation",http://www.rideleetran.com/,registry_name_exact,registry:leetran
40029,Broward County Board of County Commissioners,Broward County Transit Division,FL,Full Reporter,"City, County or Local Government Unit or Department of Transportation",http://www.broward.org/bct/,registry_domain,registry:broward-county-transit
40030,"City of Gainesville, FL",Regional Transit System,FL,Full Reporter,"City, County or Local Government Unit or Department of Transportation",http://www.go-rts.com/,registry_domain,registry:gainesville-regional-transit-system-2412
40031,Lakeland Area Mass Transit District,Citrus Connection,FL,Full Reporter,Independent Public Agency or Authority of Transit Service,http://www.ridecitrus.com/,registry_name_exact,registry:lakeland-area-mass-transit
40032,County of Volusia,VOTRAN,FL,Full Reporter,"City, County or Local Government Unit or Department of Transportation",http://www.votran.org/,registry_name_exact,registry:votran
40034,County of Miami-Dade,,FL,Full Reporter,"City, County or Local Government Unit or Department of Transportation",http://www.miamidade.gov/transit/,registry_name_exact,registry:miami-dade-transit
40035,Central Florida Regional Transportation Authority,,FL,Full Reporter,Independent Public Agency or Authority of Transit Service,http://www.golynx.com/,registry_name_exact,registry:central-florida-regional-transit-authority-lynx
40036,City of Tallahassee,,FL,Full Reporter,"City, County or Local Government Unit or Department of Transportation",https://www.talgov.com/starmetro/starmetroHome.aspx,no_candidate,
40037,"Board of County Commissioners, Palm Beach County","Palm Tran, Inc.",FL,Full Reporter,"City, County or Local Government Unit or Department of Transportation",http://www.palmtran.org/,registry_name_exact,registry:palm-tran
40038,"Escambia County Board of County Commissioners, FL",Escambia County Area Transit,FL,Full Reporter,"City, County or Local Government Unit or Department of Transportation",http://www.goecat.com/,registry_name_exact,registry:escambia-county-area-transit-ecat
40040,Jacksonville Transportation Authority,,FL,Full Reporter,Independent Public Agency or Authority of Transit Service,http://www.jtafla.com/,registry_name_exact,registry:jacksonville-transportation-authority-jta
40041,Hillsborough Area Regional Transit Authority,,FL,Full Reporter,Independent Public Agency or Authority of Transit Service,http://www.gohart.org/,registry_name_exact,registry:hillsborough-area-regional-transit-hart
40042,Birmingham-Jefferson County Transit Authority,,AL,Full Reporter,Independent Public Agency or Authority of Transit Service,http://www.bjcta.org/,registry_name_exact,"registry:birmingham-jefferson-county-transit-authority,birmingham-jefferson-county-transit-authority-max,birmingham-jefferson-county-transit-authority-max-2263"
40043,City of Mobile,THE WAVE TRANSIT SYSTEM,AL,Full Reporter,"City, County or Local Government Unit or Department of Transportation",http://www.thewavetransit.com/,no_candidate,
40044,City of Montgomery,The M Transit,AL,Full Reporter,"City, County or Local Government Unit or Department of Transportation",montgomerytransit.com,registry_name_exact,registry:montgomery-transit
40045,Tuscaloosa County Parking and Transit Authority,Tuscaloosa Transit Authority,AL,Reduced Reporter,Independent Public Agency or Authority of Transit Service,http://www.tuscaloosatransit.com/,no_candidate,
40046,Sarasota County,Breeze Transit,FL,Full Reporter,"City, County or Local Government Unit or Department of Transportation",https://www.scgov.net/government/breeze-transit,registry_name_exact,"registry:sarasota-county-area-transit,sarasota-county-area-transit-scat"
40047,Athens-Clarke County Unified Government,Athens-Clarke County Transit Department,GA,Full Reporter,"City, County or Local Government Unit or Department of Transportation",www.accgov.com/transit,no_candidate,
40049,City of Gadsden,Gadsden Transportation Services,AL,Reduced Reporter,"City, County or Local Government Unit or Department of Transportation",http://www.gadsdendot.com/,no_candidate,
40051,Town of Chapel Hill,Chapel Hill Transit,NC,Full Reporter,"City, County or Local Government Unit or Department of Transportation",http://www.chtransit.org/,registry_ntd_id,registry:chapel-hill-transit-cht
40053,Greenville Transit Authority,Greenlink,SC,Full Reporter,Independent Public Agency or Authority of Transit Service,http://www.ridegreenlink.com/,registry_name_exact,registry:greenville-transit-authority-greenlink
