id,name,date,grade,score,correctness,freshness,completeness,realtime,days_until_expiry,service_horizon_status
catholic-community-services-2160,Catholic Community Services,2026-07-10,F,57.0,88.0,36.7,30.0,,22,within_review_threshold
cecil-transit,Cecil Transit,2026-07-10,F,26.8,33.0,0.0,39.6,,-1779,within_review_threshold
cecil-transit-3034,Cecil Transit,2026-07-10,F,58.7,71.0,50.0,15.6,100.0,30,within_review_threshold
cecil-transit-3178,Cecil Transit,2026-07-10,F,40.0,69.5,0.0,30.8,,-204,within_review_threshold
cedar-rapids-transit,Cedar Rapids Transit,2026-07-10,B,87.8,96.0,86.7,77.3,,52,within_review_threshold
cedar-rapids-transit-198,Cedar Rapids Transit,2026-07-10,B,87.8,96.0,86.7,77.3,,52,within_review_threshold
central-community-transit,Central Community Transit,2026-07-10,B,83.6,94.0,100.0,56.0,,175,within_review_threshold
central-florida-regional-transit-authority-lynx,Central Florida Regional Transit Authority (LYNX),2026-07-10,F,54.6,72.0,48.3,47.5,39.2,29,within_review_threshold
central-ohio-transit-authority-cota,Central Ohio Transit Authority (COTA),2026-07-10,D,65.7,72.0,96.7,37.6,58.8,58,within_review_threshold
central-oregon-breeze,Central Oregon Breeze,2026-07-10,C,76.5,96.0,86.7,41.2,,52,within_review_threshold
centre-county-transit-authority-cata,CATABUS,2026-07-10,F,22.0,12.8,0.0,52.5,,-1784,within_review_threshold
centro,Centro,2026-07-10,D,60.7,56.8,96.7,37.5,,58,within_review_threshold
champaign-urbana-mass-transit-district-mtd,Champaign Urbana Mass Transit District (MTD),2026-07-10,D,64.3,48.0,48.3,100.0,,29,within_review_threshold
chapel-hill-transit-cht,Chapel Hill Transit (CHT),2026-07-10,F,41.5,55.8,0.0,54.6,,-556,within_review_threshold
chapel-hill-transit-cht-376,Chapel Hill Transit (CHT),2026-07-10,F,41.5,55.8,0.0,54.6,,-556,within_review_threshold
charles-county-vango,Charles County VanGo,2026-07-10,F,25.8,43.0,0.0,22.5,,-1779,within_review_threshold
charleston-area-regional-transportation-authority-carta,Charleston Area Regional Transportation Authority (CARTA),2026-07-10,F,59.9,81.8,60.0,65.8,13.9,36,within_review_threshold
charleston-area-regional-transportation-authority-carta-352,Charleston Area Regional Transportation Authority (CARTA),2026-07-10,D,63.7,81.8,60.0,65.8,33.3,36,within_review_threshold
charlotte-area-transit-system-cats,Charlotte Area Transit System (CATS),2026-07-10,F,44.1,74.0,0.0,37.5,,-1615,within_review_threshold
charlotte-area-transit-system-cats-2265,Charlotte Area Transit System (CATS),2026-07-10,D,69.7,84.0,85.0,37.5,,86,within_review_threshold
charm-city-circulator,Charm City Circulator,2026-07-10,F,49.6,79.5,0.0,47.5,,-1593,within_review_threshold
chatham-area-transit-cat,Chatham Area Transit (CAT),2026-07-10,F,8.7,3.5,0.0,23.0,,-1706,within_review_threshold
chatham-area-transit-cat-2080,Chatham Area Transit (CAT),2026-07-10,F,46.0,47.5,0.0,80.6,,-348,within_review_threshold
chattanooga-area-regional-transportation-authority-carta,Chattanooga Area Regional Transportation Authority (CARTA),2026-07-10,F,33.8,32.2,0.0,63.0,,-1525,within_review_threshold
chattanooga-area-regional-transportation-authority-carta-2082,Chattanooga Area Regional Transportation Authority (CARTA),2026-07-10,F,32.6,16.0,0.0,81.8,,-692,within_review_threshold
chautauqua-area-regional-transit-system-carts,Chautauqua Area Regional Transit System (CARTS),2026-07-10,F,54.2,59.5,85.0,22.2,,174,within_review_threshold
chenango-first-transit,Chenango First Transit,2026-07-10,D,61.2,75.5,85.0,22.3,,174,within_review_threshold
cherokee-area-transportation-system-cats,Cherokee Area Transportation System (CATS),2026-07-10,F,45.1,87.0,0.0,22.5,,-4574,within_review_threshold
cherriots,Cherriots,2026-07-10,F,23.8,27.5,0.0,37.5,,-189,within_review_threshold
chicago-transit-authority-cta,Chicago Transit Authority (CTA),2026-07-10,F,52.2,26.0,85.0,62.5,,82,within_review_threshold
chicago-water-taxi,Chicago Water Taxi,2026-07-10,F,48.0,77.5,0.0,45.0,,-117,within_review_threshold
chittenden-county-transportation-authority-ccta,Chittenden County Transportation Authority (CCTA),2026-07-10,B,81.1,85.8,100.0,59.5,,83,within_review_threshold
chittenden-county-transportation-authority-ccta-629,Chittenden County Transportation Authority (CCTA),2026-07-10,B,81.1,85.8,100.0,59.5,,83,within_review_threshold
cincinnati-metro,Cincinnati Metro,2026-07-10,C,76.2,65.5,60.0,85.8,99.2,36,within_review_threshold
cincinnati-metro-307,Cincinnati Metro,2026-07-10,C,76.3,65.5,60.0,85.8,99.8,36,within_review_threshold
citibus,Citibus,2026-07-10,D,66.2,82.0,46.7,59.8,,28,within_review_threshold
citibus-2304,Citibus,2026-07-10,F,48.4,76.0,0.0,48.5,,-556,within_review_threshold
citibus-569,Citibus,2026-07-10,D,66.2,82.0,46.7,59.8,,28,within_review_threshold
cities-area-transit,Cities Area Transit,2026-07-10,F,44.4,80.0,0.0,29.9,,-709,within_review_threshold
cities-area-transit-2199,Cities Area Transit,2026-07-10,C,71.1,84.0,100.0,29.9,,174,within_review_threshold
citilink,Citilink,2026-07-10,F,38.9,51.5,0.0,52.5,,-2748,within_review_threshold
citilink-2266,Citilink,2026-07-10,B,83.0,78.5,100.0,75.7,,174,within_review_threshold
citrus-county-transit,Citrus County Transit,2026-06-27,F,26.2,60.0,0.0,0.0,,,unknown
citrus-county-transit-2257,Citrus County Transit,2026-07-10,F,48.4,84.0,0.0,37.4,,-556,within_review_threshold
city-2-city-shuttle,City 2 City Shuttle,2026-07-10,F,51.1,74.0,0.0,60.0,,-3296,within_review_threshold
city-coach,City Coach,2026-07-10,F,57.0,96.0,0.0,47.9,,-10,within_review_threshold
city-coach-599,City Coach,2026-07-10,F,53.5,88.0,0.0,47.9,,-10,within_review_threshold
city-of-banning-transit,City of Banning Transit,2026-07-10,A,91.2,94.0,100.0,80.2,,206,within_review_threshold
city-of-banning-transit-220,City of Banning Transit,2026-07-10,A,91.2,94.0,100.0,80.2,,206,within_review_threshold
city-of-bell-la-campana,City of Bell (La Campana),2026-07-10,F,44.7,70.0,0.0,45.0,,-1651,within_review_threshold
city-of-bell-la-campana-2249,City of Bell (La Campana),2026-07-10,F,50.3,82.8,0.0,45.0,,-556,within_review_threshold
city-of-bell-la-campana-562,City of Bell (La Campana),2026-07-10,F,44.7,70.0,0.0,45.0,,-1651,within_review_threshold
city-of-coolidge,Cotton Express and Central Arizona Regional Transit,2026-07-10,D,64.8,87.5,0.0,85.0,,-556,within_review_threshold
city-of-corvallis,City of Corvallis,2026-07-10,F,45.3,63.8,0.0,55.6,,-1835,within_review_threshold
city-of-corvallis-136,City of Corvallis,2026-07-10,F,45.3,63.8,0.0,55.6,,-1835,within_review_threshold
city-of-corvallis-2283,City of Corvallis,2026-07-10,C,73.5,84.0,100.0,37.5,,539,within_review_threshold
city-of-douglas,City of Douglas,2026-07-10,D,69.8,88.0,0.0,100.0,,-71,within_review_threshold
city-of-ellensburg-public-transit-central-transit,City of Ellensburg Public Transit (Central Transit),2026-07-10,D,69.7,88.0,0.0,99.7,,-466,within_review_threshold
city-of-ellensburg-public-transit-central-transit-2456,City of Ellensburg Public Transit (Central Transit),2026-07-10,A,92.3,94.0,100.0,83.8,,114,within_review_threshold
city-of-ellensburg-public-transit-central-transit-303,City of Ellensburg Public Transit (Central Transit),2026-07-10,D,69.7,88.0,0.0,99.7,,-466,within_review_threshold
city-of-fountain-transit,City of Fountain Transit,2026-07-10,B,81.1,96.0,100.0,45.0,,143,within_review_threshold
city-of-fountain-transit-309,City of Fountain Transit,2026-07-10,B,81.1,96.0,100.0,45.0,,143,within_review_threshold
city-of-gadsen,COG Trolley Routes,2026-07-10,B,88.4,95.0,100.0,70.0,,949,within_review_threshold
city-of-glendale,City of Glendale,2026-07-10,F,49.1,85.5,0.0,37.5,,-1409,within_review_threshold
city-of-jackson-jtran,City of Jackson (JTRAN),2026-07-10,C,71.1,91.0,50.0,60.0,,30,within_review_threshold
city-of-las-vegas,City of Las Vegas,2026-07-10,F,51.9,86.0,0.0,45.6,,-375,within_review_threshold
city-of-las-vegas-565,City of Las Vegas,2026-07-10,F,51.9,86.0,0.0,45.6,,-375,within_review_threshold
city-of-lompoc-transit-colt,City of Lompoc Transit (COLT),2026-07-10,F,45.8,78.0,0.0,37.5,,-830,within_review_threshold
city-of-long-beach-transportation,City of Long Beach Transportation,2026-07-10,D,64.2,73.5,100.0,22.5,,174,within_review_threshold
city-of-loveland,Flex,2026-07-10,D,64.4,94.0,36.7,45.0,,22,within_review_threshold
city-of-madera,City of Madera,2026-07-10,F,58.2,80.0,36.7,45.0,,22,within_review_threshold
city-of-madera-91,City of Madera,2026-07-10,F,58.2,80.0,36.7,45.0,,22,within_review_threshold
city-of-mechanicville-public-transit,City of Mechanicville Public Transit,2026-07-10,D,65.9,77.5,100.0,22.5,,77,within_review_threshold
city-of-miami-beach,City of Miami Beach,2026-07-10,C,72.0,86.0,100.0,30.0,,175,within_review_threshold
city-of-miami-gardens,City of Miami Gardens,2026-07-10,C,77.2,98.0,100.0,30.0,,175,within_review_threshold
city-of-milton-freewater-public-transportation,City of Milton-Freewater Public Transportation,2026-07-10,F,52.8,88.5,0.0,45.0,,-898,within_review_threshold
city-of-milton-freewater-public-transportation-2189,City of Milton-Freewater Public Transportation,2026-07-10,D,69.3,73.0,100.0,39.6,,174,within_review_threshold
city-of-milton-freewater-public-transportation-274,City of Milton-Freewater Public Transportation,2026-07-10,F,52.8,88.5,0.0,45.0,,-898,within_review_threshold
city-of-san-luis-obispo-transit,City of San Luis Obispo Transit,2026-07-10,B,86.4,86.0,100.0,76.2,,175,within_review_threshold
city-of-show-low,City of Show Low,2026-07-10,F,57.2,88.0,0.0,60.0,,-71,within_review_threshold
city-of-sierra-vista,City of Sierra Vista,2026-07-10,F,48.6,56.0,0.0,77.2,,-2748,within_review_threshold
city-of-tracy,City of Tracy,2026-07-10,C,72.6,98.0,100.0,15.0,,175,within_review_threshold
city-of-tracy-tracer,City of Tracy (TRACER),2026-07-10,F,14.6,1.2,0.0,45.0,,-1440,within_review_threshold
city-of-tracy-tracer-3099,City of Tracy (TRACER),2026-07-10,D,69.8,75.5,100.0,37.5,,327,within_review_threshold
city-of-tracy-tracer-877,City of Tracy (TRACER),2026-07-10,F,14.6,1.2,0.0,45.0,,-1440,within_review_threshold
city-of-winona-mn-winona-transit-service,City of Winona MN - Winona Transit Service,2026-07-10,D,61.7,91.0,0.0,70.0,,-190,within_review_threshold
citybus-of-greater-lafayette-indiana-citybus,CityBus of Greater Lafayette Indiana (CityBus),2026-07-10,C,76.2,100.0,73.3,45.2,,44,within_review_threshold
clackamas-community-college-ccc-xpress,Clackamas Community College (CCC) Xpress,2026-07-10,F,54.8,82.5,0.0,60.0,,-1409,within_review_threshold
clackco-connects-clackamas-county,ClackCo Connects (Clackamas County),2026-07-10,B,84.0,92.0,100.0,60.0,,144,within_review_threshold
clackco-connects-clackamas-county-2740,Static feed for realtime,2026-07-10,D,65.1,83.5,50.0,33.0,88.3,30,within_review_threshold
clackco-connects-clackamas-county-2741,Flex,2026-07-10,C,76.1,74.0,100.0,60.0,,144,within_review_threshold
clackco-connects-clackamas-county-312,ClackCo Connects (Clackamas County),2026-07-10,B,84.0,92.0,100.0,60.0,,144,within_review_threshold
clallam-transit-system,Clallam Transit System,2026-07-10,C,78.2,70.8,100.0,71.2,,316,within_review_threshold
clallam-transit-system-279,Clallam Transit System,2026-07-10,C,78.2,70.8,100.0,71.2,,316,within_review_threshold
clarkstown-minitrans,Clarkstown MiniTrans,2026-07-10,D,63.1,79.5,85.0,22.5,,174,within_review_threshold
clear-creek-county-transit,Clear Creek County Transit,2026-07-10,C,75.9,92.0,100.0,34.2,,143,within_review_threshold
clear-creek-county-transit-313,Clear Creek County Transit,2026-07-10,C,75.9,92.0,100.0,34.2,,143,within_review_threshold
clemson-area-transit-cat,Clemson Area Transit (CAT),2026-07-10,F,46.6,63.8,0.0,59.8,,-2401,within_review_threshold
clemson-area-transit-cat-798,Clemson Area Transit (CAT),2026-07-10,F,46.6,63.8,0.0,59.8,,-2401,within_review_threshold
clinton-county-public-transit-ccpt,Clinton County Public Transit (CCPT),2026-07-10,F,35.3,49.8,0.0,43.2,,-40,within_review_threshold
clinton-municipal-transit-administration-clinton-mta,Clinton Municipal Transit Administration (Clinton MTA),2026-07-10,C,79.4,100.0,86.7,44.9,,52,within_review_threshold
clinton-municipal-transit-administration-clinton-mta-202,Clinton Municipal Transit Administration (Clinton MTA),2026-07-10,C,79.4,100.0,86.7,44.9,,52,within_review_threshold
clovis-transit,Clovis Transit,2026-07-10,F,59.8,78.0,0.0,82.1,,-35,within_review_threshold
clovis-transit-2894,Clovis Transit,2026-07-10,C,72.7,91.5,50.0,42.8,100.0,30,within_review_threshold
clovis-transit-89,Clovis Transit,2026-07-10,F,59.8,78.0,0.0,82.1,,-35,within_review_threshold
coach-company,Coach Company,2026-07-10,F,48.5,68.0,0.0,60.0,,-1501,within_review_threshold
coach-company-436,Coach Company,2026-07-10,F,48.5,68.0,0.0,60.0,,-1501,within_review_threshold
coast-transportation,COAST Transportation,2026-07-10,F,38.5,66.5,0.0,30.0,,-160,within_review_threshold
cobb-community-transit-cct,Cobb Community Transit (CCT),2026-07-10,F,26.2,60.0,0.0,0.0,,,unknown
cobblinc,CobbLinc,2026-07-10,D,61.2,91.0,100.0,37.5,0.0,174,within_review_threshold
collier-area-transit-cat,Collier Area Transit (CAT),2026-07-10,F,30.1,42.0,0.0,37.5,,-2017,within_review_threshold
collier-area-transit-cat-2259,Collier Area Transit (CAT),2026-07-10,F,49.2,81.0,10.0,36.1,,15,within_review_threshold
colorado-mountain-express,Colorado Mountain Express,2026-07-10,C,75.4,75.2,100.0,56.0,,294,within_review_threshold
colorado-mountain-express-172,Colorado Mountain Express,2026-07-10,C,75.4,75.2,100.0,56.0,,294,within_review_threshold
colorado-school-of-mines,Colorado School Of Mines,2026-07-10,C,76.4,96.0,100.0,30.0,,143,within_review_threshold
columbia-area-transit-cat,Columbia Area Transit (CAT),2026-07-10,B,81.1,96.0,100.0,45.0,,175,within_review_threshold
columbia-county-public-transportation,Columbia County Public Transportation,2026-07-10,C,73.1,88.5,100.0,30.0,,325,within_review_threshold
columbia-county-public-transportation-3116,Columbia County Public Transportation,2026-07-10,C,77.7,99.0,100.0,30.0,,1270,within_review_threshold
columbia-county-rider,Columbia County Rider,2026-07-10,C,77.9,88.0,100.0,46.0,,114,within_review_threshold
colville-confederated-tribes-transit,Colville Confederated Tribes Transit,2026-07-10,C,79.4,81.5,100.0,60.0,,234,within_review_threshold
commerce-municipal-bus-lines,Commerce Municipal Bus Lines,2026-07-10,B,83.8,93.0,100.0,45.0,100.0,1635,within_review_threshold
community-in-motion,Community in Motion,2026-07-10,C,74.5,91.8,100.0,30.0,,144,within_review_threshold
community-transit-ct,Community Transit (CT),2026-07-10,B,81.0,85.0,81.7,60.0,99.7,49,within_review_threshold
commute-org-san-mateo-county-shuttles,Commute.org San Mateo County Shuttles,2026-07-10,B,85.5,84.0,100.0,75.9,,175,within_review_threshold
commute-org-san-mateo-county-shuttles-61,Commute.org San Mateo County Shuttles,2026-07-10,B,85.5,84.0,100.0,75.9,,175,within_review_threshold
compton-renaissance,Compton Renaissance,2026-07-10,F,32.4,42.0,0.0,44.9,,-1287,within_review_threshold
concord-area-transit,Flex,2026-07-10,F,41.1,61.8,0.0,45.0,,-9,within_review_threshold
concord-kannapolis-area-transit-rider-transit,Concord Kannapolis Area Transit (Rider Transit),2026-07-10,F,42.9,66.0,0.0,44.9,,-1287,within_review_threshold
concord-kannapolis-area-transit-rider-transit-2244,Concord Kannapolis Area Transit (Rider Transit),2026-07-10,D,65.4,99.5,50.0,29.9,,30,within_review_threshold
concord-kannapolis-area-transit-rider-transit-372,Concord Kannapolis Area Transit (Rider Transit),2026-07-10,F,42.9,66.0,0.0,44.9,,-1287,within_review_threshold
connect-transit,Connect Transit,2026-07-10,F,35.0,48.0,0.0,44.9,,-1470,within_review_threshold
connect-transit-1238,Connect Transit,2026-07-10,F,37.4,69.5,0.0,22.5,,-2504,within_review_threshold
connect-transit-2267,Connect Transit,2026-07-10,D,64.4,67.0,85.0,44.3,,26837,unusually_distant
connecticut-transit,Connecticut Transit,2026-07-10,F,53.6,39.2,85.0,37.5,67.4,183,within_review_threshold
connecticut-transit-2840,Hartford Line - Rail,2026-07-10,B,83.8,92.0,100.0,59.4,,112,within_review_threshold
connecticut-transit-597,Hartford Line - Rail,2026-07-10,F,58.3,78.0,0.0,77.5,,-1141,within_review_threshold
continuum,Flex,2026-07-10,F,22.5,30.0,0.0,30.0,,-1286,within_review_threshold
coos-county-area-transit-ccat,Coos County Area Transit (CCAT),2026-07-10,C,72.3,73.5,100.0,48.5,,114,within_review_threshold
copper-mountain-transit,Copper Mountain Transit,2026-07-10,F,56.9,87.2,0.0,60.0,,-197,within_review_threshold
coralville-transit,Coralville Transit,2026-07-10,B,82.8,100.0,100.0,45.0,,173,within_review_threshold
coralville-transit-196,Coralville Transit,2026-07-10,B,81.1,96.0,100.0,45.0,,173,within_review_threshold
corning-erwin-area-transit-system-ceats,Corning Erwin Area Transit System (CEATS),2026-07-10,F,40.9,77.5,0.0,22.5,,-191,within_review_threshold
corona-cruiser,Corona Cruiser,2026-07-10,B,84.0,92.0,100.0,60.1,,233,within_review_threshold
corona-cruiser-104,Corona Cruiser,2026-07-10,B,84.0,92.0,100.0,60.1,,233,within_review_threshold
corpus-christi-regional-transportation-authority,Corpus Christi Regional Transportation Authority,2026-07-10,F,40.0,65.5,0.0,36.4,,-416,within_review_threshold
corridorrides,CorridorRides,2026-07-10,B,86.7,100.0,100.0,57.5,,144,within_review_threshold
corridorrides-316,CorridorRides,2026-07-10,B,86.7,100.0,100.0,57.5,,144,within_review_threshold
cortland-county-public-transportation,Cortland County Public Transportation,2026-07-10,F,32.8,59.0,0.0,22.2,,-467,within_review_threshold
cortran,Flex,2026-07-10,C,78.4,90.0,100.0,45.0,,114,within_review_threshold
cottonwood-area-transit-cat,Cottonwood Area Transit (CAT),2026-07-10,C,79.4,84.0,100.0,56.6,,144,within_review_threshold
cottonwood-area-transit-cat-158,Cottonwood Area Transit (CAT),2026-07-10,C,79.4,84.0,100.0,56.6,,144,within_review_threshold
county-connection-cccta,County Connection (CCCTA),2026-07-10,F,51.9,55.5,0.0,88.4,,-909,within_review_threshold
county-connection-cccta-2421,County Connection (CCCTA),2026-07-10,D,62.1,59.5,33.3,88.6,,29,within_review_threshold
cripple-creek-transportation,Cripple Creek Transportation,2026-07-10,C,78.4,90.0,100.0,45.0,,97,within_review_threshold
cripple-creek-transportation-2042,Flex v2 included,2026-07-10,C,77.5,87.8,100.0,45.0,,97,within_review_threshold
cripple-creek-transportation-317,Cripple Creek Transportation,2026-07-10,C,78.4,90.0,100.0,45.0,,97,within_review_threshold
cudahy-area-rapid-transit,Cudahy Area Rapid Transit,2026-07-10,F,41.7,74.0,0.0,30.0,,-1652,within_review_threshold
cudahy-area-rapid-transit-2248,Cudahy Area Rapid Transit,2026-07-10,F,47.1,75.5,0.0,45.0,,-160,within_review_threshold
cudahy-area-rapid-transit-318,Cudahy Area Rapid Transit,2026-07-10,F,41.7,74.0,0.0,30.0,,-1652,within_review_threshold
cue-bus,CUE Bus,2026-07-10,F,47.9,88.0,0.0,30.0,,-183,within_review_threshold
culver-city-bus,Culver City Bus,2026-07-10,F,56.2,72.8,3.3,75.1,,2,within_review_threshold
curry-public-transit,Curry Public Transit,2026-07-10,B,84.9,94.0,100.0,60.0,,114,within_review_threshold
cuttyhunk-ferry-company,Cuttyhunk Ferry Company,2026-07-10,B,83.1,90.0,100.0,60.0,,143,within_review_threshold
cuttyhunk-ferry-company-423,Cuttyhunk Ferry Company,2026-07-10,B,83.1,90.0,100.0,60.0,,143,within_review_threshold
cyride,CyRide,2026-07-10,C,79.8,93.5,61.7,75.0,,37,within_review_threshold
dallas-area-rapid-transit-dart,Dallas Area Rapid Transit (DART),2026-07-10,F,42.3,0.0,100.0,55.5,,65,within_review_threshold
dallas-host-committee,Dallas Host Committee,2026-07-10,F,53.4,91.5,6.7,37.5,,4,within_review_threshold
dana-point-trolley,Dana Point Trolley,2026-07-10,D,62.2,77.5,85.0,22.5,,8939,unusually_distant
danville-transit,Flex,2026-07-10,B,85.0,94.0,100.0,60.3,,82,within_review_threshold
dartmouth-college,Dartmouth College,2026-07-10,C,75.2,94.0,80.0,45.0,,48,within_review_threshold
dattco-motorcoach,DATTCO Motorcoach,2026-07-10,F,50.9,73.5,0.0,60.0,,-982,within_review_threshold
dattco-motorcoach-555,DATTCO Motorcoach,2026-07-10,F,50.9,73.5,0.0,60.0,,-982,within_review_threshold
dc-circulator,Service Discontinued,2026-07-10,F,39.4,61.5,0.0,39.9,,-1560,within_review_threshold
dc-streetcar,DC Streetcar,2026-07-10,F,45.9,62.0,0.0,60.0,,-1135,within_review_threshold
dc-streetcar-2223,DC Streetcar,2026-07-10,F,57.2,88.0,0.0,60.0,,-375,within_review_threshold
dc-streetcar-487,DC Streetcar,2026-07-10,F,45.9,62.0,0.0,60.0,,-1135,within_review_threshold
dekalb-public-transit,DeKalb Public Transit,2026-07-10,C,74.3,76.5,100.0,50.8,,539,within_review_threshold
dekalb-public-transit-308,DeKalb Public Transit,2026-07-10,C,74.3,76.5,100.0,50.8,,539,within_review_threshold
delano-area-rapid-transit,Delano Area Rapid Transit,2026-07-10,B,87.5,100.0,100.0,60.0,,82,within_review_threshold
delaware-transit-corporation-dart-first-state,Delaware Transit Corporation (DART First State),2026-07-10,F,48.0,25.5,100.0,37.9,,127,within_review_threshold
delmarva-community-transit,Delmarva Community Transit,2026-07-10,F,31.4,45.0,0.0,37.5,,-1595,within_review_threshold
des-moines-area-regional-transit-authority-dart,Des Moines Area Regional Transit Authority (DART),2026-07-10,F,57.0,84.0,71.7,22.7,37.9,43,within_review_threshold
detroit-department-of-transportation-ddot,Detroit Department of Transportation (DDOT),2026-07-10,C,73.5,73.2,100.0,52.5,,72,within_review_threshold
detroit-people-mover,Detroit People Mover,2026-07-10,F,26.2,60.0,0.0,0.0,,,unknown
detroit-people-mover-2281,Detroit People Mover,2026-07-10,B,82.6,90.0,100.0,58.4,,174,within_review_threshold
devils-postpile-national-monument,Reds Meadow Shuttle,2026-07-10,B,85.6,79.8,100.0,82.1,,174,within_review_threshold
diamond-express,Diamond Express,2026-07-10,B,84.2,100.0,86.7,60.0,,52,within_review_threshold
discover-goodwill,Flex v2 included,2026-07-10,C,75.5,94.0,100.0,30.0,,83,within_review_threshold
dodger-area-rapid-transit,Dodger Area Rapid Transit,2026-07-10,C,71.2,100.0,35.0,59.8,,21,within_review_threshold
dodger-area-rapid-transit-203,Dodger Area Rapid Transit,2026-07-10,C,71.2,100.0,35.0,59.8,,21,within_review_threshold
dolores-county,Dolores County,2026-07-10,F,59.7,94.0,36.7,30.0,,22,within_review_threshold
downeylink,DowneyLINK,2026-07-10,F,46.9,74.5,0.0,45.9,,-556,within_review_threshold
downtown-alliance,Downtown Alliance,2026-07-10,A,92.2,100.0,100.0,75.0,,113,within_review_threshold
downtown-alliance-519,Downtown Alliance,2026-07-10,A,92.2,100.0,100.0,75.0,,113,within_review_threshold
dry-tortugas-national-park,DRTO Ferry Service,2026-07-10,A,99.8,99.5,100.0,100.0,,113,within_review_threshold
duarte-transit,Duarte Transit,2026-07-10,F,46.8,64.0,0.0,60.0,,-2382,within_review_threshold
duarte-transit-105,Duarte Transit,2026-07-10,F,46.8,64.0,0.0,60.0,,-2382,within_review_threshold
duke-university,Duke University,2026-07-10,F,38.6,54.0,0.0,48.0,,-334,within_review_threshold
duke-university-378,Duke University,2026-07-10,F,38.6,54.0,0.0,48.0,,-334,within_review_threshold
duluth-transit,Duluth Transit,2026-07-10,F,58.6,70.0,83.3,22.5,58.8,50,within_review_threshold
durango-transit,Durango Transit,2026-07-10,B,86.6,86.5,100.0,76.1,,539,within_review_threshold
durango-transit-2290,Flex,2026-07-10,B,80.2,94.0,100.0,45.0,,144,within_review_threshold
dutchess-county,Dutchess County,2026-07-10,D,63.3,60.8,100.0,37.5,,9213,unusually_distant
eastern-point,Eastern Point,2026-07-10,F,51.1,74.0,0.0,60.0,,-1821,within_review_threshold
eastern-sierra-transit,Eastern Sierra Transit,2026-07-10,B,85.6,79.8,100.0,82.1,,174,within_review_threshold
eastern-sierra-transit-25,Eastern Sierra Transit,2026-07-10,B,85.6,79.8,100.0,82.1,,174,within_review_threshold
eastside-friends-of-seniors,Eastside Friends of Seniors,2026-07-10,C,73.8,90.0,100.0,30.0,,144,within_review_threshold
easy-ride-transportation,Easy Ride Transportation,2026-07-10,D,64.4,94.0,36.7,45.0,,22,within_review_threshold
eco-transit,ECO Transit,2026-07-10,F,45.6,63.0,0.0,57.7,,-1182,within_review_threshold
eco-transit-2045,Flex v2 included,2026-07-10,C,73.8,90.0,100.0,30.0,,295,within_review_threshold
eco-transit-2061,ECO Transit,2026-07-10,F,45.6,63.0,0.0,57.7,,-1182,within_review_threshold
el-dorado-transit,El Dorado Transit,2026-07-10,B,84.1,90.0,100.0,63.1,,144,within_review_threshold
el-dorado-transit-agency,El Dorado County Transit Authority,2026-07-10,B,84.1,90.0,100.0,63.1,,144,within_review_threshold
el-monte-transit,El Monte Transit,2026-07-10,F,51.7,86.0,0.0,45.0,,-252,within_review_threshold
el-monte-transit-103,El Monte Transit,2026-07-10,F,51.7,86.0,0.0,45.0,,-252,within_review_threshold
el-paso-fountain-valley-senior-citizens-program-inc,Flex v2 included,2026-07-10,C,72.6,94.0,88.3,30.0,,53,within_review_threshold
el-paso-transportation-authority,El Paso Transportation Authority,2026-07-10,C,77.7,96.0,85.0,41.9,83.3,294,within_review_threshold
el-segundo-transportation,El Segundo Transportation,2026-07-10,F,43.8,68.0,0.0,45.0,,-1652,within_review_threshold
el-segundo-transportation-2210,El Segundo Transportation,2026-07-10,F,46.8,74.8,0.0,45.0,,-763,within_review_threshold
el-segundo-transportation-458,El Segundo Transportation,2026-07-10,F,43.8,68.0,0.0,45.0,,-1652,within_review_threshold
elevated-transit,Elevated Transit,2026-07-10,F,47.5,76.5,0.0,45.0,,-3326,within_review_threshold
elk-grove-transit,Elk Grove Transit,2026-07-10,F,39.2,57.5,0.0,45.0,,-551,within_review_threshold
elwha-transit,Elwha Transit,2026-07-10,C,75.5,94.0,100.0,30.0,,206,within_review_threshold
embark,Embark,2026-07-10,F,43.7,60.8,0.0,54.7,,-951,within_review_threshold
embark-2062,Embark,2026-07-10,B,81.6,60.2,100.0,96.9,,364,within_review_threshold
emerald-coast-rider-ecr,Emerald Coast Rider (ECR),2026-07-10,F,51.9,86.5,0.0,44.9,,-3661,within_review_threshold
emerald-coast-rider-ecr-336,Emerald Coast Rider (ECR),2026-07-10,F,51.9,86.5,0.0,44.9,,-3661,within_review_threshold
emery-go-round,Emery Go-Round,2026-07-10,F,54.6,82.0,0.0,60.0,,-922,within_review_threshold
emery-go-round-2224,Emery Go-Round,2026-07-10,C,77.9,86.8,85.0,52.5,86.8,505,within_review_threshold
emery-go-round-63,Emery Go-Round,2026-07-10,F,54.6,82.0,0.0,60.0,,-922,within_review_threshold
emory-university-cliff-shuttles,Emory University Cliff Shuttles,2026-07-10,F,39.8,75.0,0.0,22.5,,-4574,within_review_threshold
envida,Envida,2026-07-10,B,84.0,92.0,100.0,60.0,,144,within_review_threshold
envida-2044,Flex v2 included,2026-07-10,C,76.3,76.0,100.0,57.9,,144,within_review_threshold
envida-455,Envida,2026-07-10,B,84.0,92.0,100.0,60.0,,144,within_review_threshold
