id,name,date,grade,score,correctness,freshness,completeness,realtime,days_until_expiry,service_horizon_status
san-francisco-bay-area-water-emergency-transportation-authority-weta-62,San Francisco Bay Area Water Emergency Transportation Authority (WETA),2026-07-10,A,90.3,94.0,100.0,77.4,,114,within_review_threshold
san-francisco-municipal-transportation-agency-sfmta-muni,San Francisco Municipal Transportation Agency (SFMTA - Muni),2026-07-10,F,31.6,34.8,0.0,52.5,,-693,within_review_threshold
san-francisco-municipal-transportation-agency-sfmta-muni-2886,San Francisco Municipal Transportation Agency (SFMTA - Muni),2026-07-10,D,60.0,51.5,66.7,66.6,,49,within_review_threshold
san-joaquin-regional-transit-district,San Joaquin Regional Transit District,2026-07-10,B,80.2,94.0,100.0,45.0,,326,within_review_threshold
san-joaquin-regional-transit-district-rtd,San Joaquin Regional Transit District (RTD),2026-07-10,D,61.2,72.0,25.0,75.0,,15,within_review_threshold
san-juan-capistrano-free-weekend-trolley,San Juan Capistrano Free Weekend Trolley,2026-07-10,F,46.4,74.0,0.0,45.0,,-1679,within_review_threshold
san-juan-capistrano-free-weekend-trolley-596,San Juan Capistrano Free Weekend Trolley,2026-07-10,F,46.4,74.0,0.0,45.0,,-1679,within_review_threshold
san-leandro-links,San Leandro Links,2026-07-10,F,44.5,70.0,0.0,44.5,,-1652,within_review_threshold
san-leandro-links-810,San Leandro Links,2026-07-10,F,44.5,70.0,0.0,44.5,,-1652,within_review_threshold
san-luis-obispo-regional-transit-authority-slorta,San Luis Obispo Regional Transit Authority (SLORTA),2026-07-10,B,81.7,92.0,100.0,52.5,,539,within_review_threshold
san-mateo-county-transit-district-samtrans,San Mateo County Transit District (samTrans),2026-07-10,C,70.7,97.8,36.7,60.0,,22,within_review_threshold
san-miguel-authority-for-regional-transportation-smart,San Miguel Authority for Regional Transportation (SMART),2026-07-10,F,48.7,68.0,0.0,60.5,,-1197,within_review_threshold
san-miguel-authority-for-regional-transportation-smart-811,San Miguel Authority for Regional Transportation (SMART),2026-07-10,F,48.7,68.0,0.0,60.5,,-1197,within_review_threshold
san-miguel-county,San Miguel County,2026-07-10,B,83.4,91.8,100.0,58.3,,101,within_review_threshold
sandia-shuttle,Sandia Shuttle,2026-07-10,F,49.4,70.0,0.0,60.0,,-1287,within_review_threshold
sandia-shuttle-167,Sandia Shuttle,2026-07-10,F,49.4,70.0,0.0,60.0,,-1287,within_review_threshold
sandy-area-metro-sam,Sandy Area Metro (SAM),2026-07-10,C,80.0,83.2,100.0,59.4,,144,within_review_threshold
sandy-area-metro-sam-2739,Static feed for realtime,2026-07-10,D,62.3,72.8,50.0,45.0,78.0,30,within_review_threshold
sanford-trolley,Sanford Trolley,2026-07-10,F,57.0,87.5,0.0,60.0,,-1652,within_review_threshold
santa-barbara-metropolitan-transit-district-mtd,Santa Barbara Metropolitan Transit District (MTD),2026-07-10,B,85.2,88.0,61.7,100.0,,37,within_review_threshold
santa-clara-valley-transportation-authority-vta,Santa Clara Valley Transportation Authority (VTA),2026-07-10,D,68.0,55.5,50.0,100.0,,30,within_review_threshold
santa-clarita-transit,Santa Clarita Transit,2026-06-27,F,26.2,60.0,0.0,0.0,,,unknown
santa-cruz-metro-scmtd,Santa Cruz Metro (SCMTD),2026-07-10,F,56.2,75.0,0.0,75.0,,-667,within_review_threshold
santa-cruz-metro-scmtd-2425,Santa Cruz Metro (SCMTD),2026-07-10,A,92.4,99.0,100.0,74.9,95.3,61,within_review_threshold
santa-fe-trails,Santa Fe Trails,2026-07-10,D,64.8,76.8,0.0,100.0,,-102,within_review_threshold
santa-fe-trails-839,Santa Fe Trails,2026-07-10,D,64.8,76.8,0.0,100.0,,-102,within_review_threshold
santa-maria-area-transit,Santa Maria Area Transit,2026-07-10,F,33.6,33.8,0.0,60.3,,-1713,within_review_threshold
santa-maria-area-transit-2272,Santa Maria Area Transit,2026-07-10,D,60.2,71.0,85.0,25.1,,357,within_review_threshold
santa-maria-area-transit-26,Santa Maria Area Transit,2026-07-10,F,33.6,33.8,0.0,60.3,,-1713,within_review_threshold
santa-rosa-citybus,Santa Rosa CityBus,2026-07-10,F,36.5,46.0,0.0,52.5,,-2297,within_review_threshold
santa-rosa-citybus-1986,Santa Rosa CityBus,2026-07-10,F,39.6,53.0,0.0,52.5,,-859,within_review_threshold
santa-ynez-valley-transit,Santa Ynez Valley Transit,2026-07-10,A,96.5,92.0,100.0,100.0,,204,within_review_threshold
santa-ynez-valley-transit-813,Santa Ynez Valley Transit,2026-07-10,A,96.5,92.0,100.0,100.0,,204,within_review_threshold
sarasota-county-area-transit,Sarasota County Area Transit,2026-07-10,F,22.6,35.0,0.0,23.3,,-1680,within_review_threshold
sarasota-county-area-transit-scat,Sarasota County Area Transit (SCAT),2026-07-10,F,51.1,42.2,85.0,36.5,,1085,within_review_threshold
sarasota-county-area-transit-scat-348,Sarasota County Area Transit (SCAT),2026-07-10,F,51.1,42.2,85.0,36.5,,1085,within_review_threshold
schuyler-county-transit,Schuyler County Transit,2026-07-10,F,45.9,73.5,0.0,43.9,,-922,within_review_threshold
seastreak-ferry,Seastreak Ferry,2026-07-10,C,73.5,71.0,100.0,55.9,,1350,within_review_threshold
seattle-children-s-hospital-shuttle,Seattle Children's Hospital Shuttle,2026-07-10,F,37.9,49.2,0.0,52.5,,-739,within_review_threshold
sedona-shuttle,Sedona Shuttle,2026-07-10,A,99.8,99.5,100.0,100.0,,417,within_review_threshold
selah-transit,Selah Transit,2026-07-10,D,62.4,82.0,0.0,85.0,,-100,within_review_threshold
senior-resource-development-agency,Flex,2026-07-10,F,54.4,82.0,36.7,30.0,,22,within_review_threshold
shawnee-mass-transit-district,Shawnee Mass Transit District,2026-07-10,B,82.6,99.5,100.0,45.0,,8607,unusually_distant
shore-line-east,Shore Line East,2026-07-10,F,47.9,72.0,0.0,52.5,,-556,within_review_threshold
shore-transit,Shore Transit,2026-07-10,F,42.3,67.2,0.0,41.3,,-2382,within_review_threshold
shore-transit-3149,Shore Transit,2026-07-10,F,49.2,88.0,0.0,34.3,,-49,within_review_threshold
shoreline-metro,Shoreline Metro,2026-07-10,B,83.1,90.0,100.0,60.0,,539,within_review_threshold
shoreline-metro-399,Shoreline Metro,2026-07-10,B,83.1,90.0,100.0,60.0,,539,within_review_threshold
shreveport-and-bossier-city,Shreveport and Bossier City,2026-07-10,F,34.7,20.5,85.0,42.1,0.0,26837,unusually_distant
shuttle-oregon,Shuttle Oregon,2026-07-10,F,42.1,64.0,0.0,45.0,,-1135,within_review_threshold
sierra-madre-gateway-coach,Sierra Madre Gateway Coach,2026-07-10,F,48.5,68.0,0.0,60.0,,-1652,within_review_threshold
sierra-madre-gateway-coach-2251,Sierra Madre Gateway Coach,2026-07-10,F,54.1,80.8,0.0,60.0,,-556,within_review_threshold
sierra-madre-gateway-coach-829,Sierra Madre Gateway Coach,2026-07-10,F,48.5,68.0,0.0,60.0,,-1652,within_review_threshold
silver-key-senior-services,Flex,2026-07-10,C,77.3,94.0,88.3,45.0,,53,within_review_threshold
simi-valley-transit,Simi Valley Transit,2026-07-10,F,56.6,69.5,0.0,83.8,,-1135,within_review_threshold
simi-valley-transit-40,Simi Valley Transit,2026-07-10,F,56.6,69.5,0.0,83.8,,-1135,within_review_threshold
sioux-area-metro-sam,Sioux Area Metro (SAM),2026-07-10,F,50.0,72.0,0.0,59.3,,-830,within_review_threshold
sioux-area-metro-sam-192,Sioux Area Metro (SAM),2026-07-10,F,50.0,72.0,0.0,59.3,,-830,within_review_threshold
sioux-city-transit-system,Sioux City Transit System,2026-07-10,B,82.6,90.0,100.0,58.3,,175,within_review_threshold
sioux-city-transit-system-191,Sioux City Transit System,2026-07-10,B,82.6,90.0,100.0,58.3,,175,within_review_threshold
siskiyou-county,Siskiyou County,2026-07-10,B,81.8,71.5,100.0,81.6,,1476,within_review_threshold
siskiyou-county-117,Siskiyou County,2026-07-10,B,81.8,71.5,100.0,81.6,,1476,within_review_threshold
skamania-county-transit,Skamania County Transit,2026-07-10,B,80.2,94.0,100.0,45.0,,114,within_review_threshold
snoqualmie-valley-transportation,Snoqualmie Valley Transportation,2026-07-10,B,81.7,90.0,100.0,55.5,,114,within_review_threshold
snowmass-village-transportation,Snowmass Village Transportation,2026-07-10,C,75.5,79.2,100.0,50.7,,72,within_review_threshold
snowmass-village-transportation-164,Snowmass Village Transportation,2026-07-10,C,75.5,79.2,100.0,50.7,,72,within_review_threshold
soltrans,SolTrans (Solano County Transit),2026-07-10,A,94.0,92.0,100.0,92.1,,539,within_review_threshold
sonoma-county-airport-express,Sonoma County Airport Express,2026-07-10,F,49.4,70.0,0.0,60.0,,-1287,within_review_threshold
sonoma-county-airport-express-66,Sonoma County Airport Express,2026-07-10,F,49.4,70.0,0.0,60.0,,-1287,within_review_threshold
sonoma-county-transit-sct,Sonoma County Transit (SCT),2026-07-10,D,66.9,84.0,48.3,57.9,,29,within_review_threshold
sonoma-county-transit-sct-70,Sonoma County Transit (SCT),2026-07-10,D,66.9,84.0,48.3,57.9,,29,within_review_threshold
sonoma-marin-area-rail-transit-smart,Sonoma-Marin Area Rail Transit (SMART),2026-07-10,A,98.9,98.0,100.0,99.4,,184,within_review_threshold
sonoma-marin-area-rail-transit-smart-815,Sonoma-Marin Area Rail Transit (SMART),2026-07-10,A,98.9,98.0,100.0,99.4,,184,within_review_threshold
sound-generations-hyde-shuttle,do not use - deprecfated,2026-07-10,C,74.6,92.0,100.0,30.0,,114,within_review_threshold
sound-transit,Sound Transit,2026-07-10,B,82.5,70.8,81.7,99.5,,49,within_review_threshold
sound-transit-metro-transit-city-of-seattle-king-county-metro,"Sound Transit, Metro Transit, City of Seattle - King County Metro",2026-07-10,B,88.8,85.0,81.7,99.8,,49,within_review_threshold
south-central-council-of-governments-sccog,Flex,2026-07-10,C,72.0,86.0,100.0,30.0,,114,within_review_threshold
south-clackamas-transportation-district,South Clackamas Transportation District,2026-07-10,C,72.5,84.0,86.7,45.0,,52,within_review_threshold
south-county-transit-link,South County Transit Link,2026-07-10,F,30.0,27.8,0.0,57.2,,-1652,within_review_threshold
south-county-transit-link-817,South County Transit Link,2026-07-10,F,30.0,27.8,0.0,57.2,,-1652,within_review_threshold
south-florida-regional-transportation-authority-tri-rail,South Florida Regional Transportation Authority (Tri-Rail),2026-07-10,D,67.4,78.8,85.0,37.5,,503,within_review_threshold
south-metro-area-regional-transit-smart,South Metro Area Regional Transit (SMART),2026-07-10,F,30.1,37.5,0.0,43.8,,-1051,within_review_threshold
south-metro-area-regional-transit-smart-248,South Metro Area Regional Transit (SMART),2026-07-10,F,30.1,37.5,0.0,43.8,,-1051,within_review_threshold
south-metro-area-regional-transit-smart-2706,South Metro Area Regional Transit (SMART),2026-07-10,C,72.1,68.2,85.0,45.0,100.0,26837,unusually_distant
south-portland,South Portland,2026-07-10,F,37.2,66.5,0.0,25.9,,-1562,within_review_threshold
south-portland-2641,South Portland,2026-07-10,F,37.0,72.5,0.0,46.6,0.0,-278,within_review_threshold
south-shore-line,South Shore Line,2026-07-10,B,89.7,94.0,100.0,100.0,58.8,1635,within_review_threshold
southeast-area-transit-district,Southeast Area Transit District,2026-07-10,F,44.5,60.0,0.0,58.3,,-1139,within_review_threshold
southeast-area-transit-district-2240,Southeast Area Transit District,2026-07-10,C,78.0,69.5,100.0,72.4,,352,within_review_threshold
southeast-area-transit-district-552,Southeast Area Transit District,2026-07-10,F,44.5,60.0,0.0,58.3,,-1139,within_review_threshold
southeastern-pennsylvania-transportation-authority-septa,Bus,2026-07-10,D,60.8,32.2,36.7,92.5,95.5,22,within_review_threshold
southeastern-pennsylvania-transportation-authority-septa-503,Rail,2026-07-10,C,73.7,76.8,25.0,92.5,93.3,15,within_review_threshold
southeastern-regional-transit-authority-srta,Southeastern Regional Transit Authority (SRTA),2026-07-10,F,52.4,71.5,0.0,67.5,,-13,within_review_threshold
southeastern-regional-transit-authority-srta-421,Southeastern Regional Transit Authority (SRTA),2026-07-10,F,51.5,69.5,0.0,67.5,,-13,within_review_threshold
southwest-point,SouthWest POINT,2026-07-10,F,48.5,68.0,0.0,60.0,,-1821,within_review_threshold
southwest-rides,Flex,2026-07-10,C,75.5,94.0,100.0,30.0,,326,within_review_threshold
spirit-bus,Spirit Bus,2026-07-10,F,52.3,86.0,0.0,47.0,,-830,within_review_threshold
spirit-bus-2202,Spirit Bus,2026-07-10,D,63.2,83.5,50.0,30.0,82.5,30,within_review_threshold
spirit-bus-39,Spirit Bus,2026-07-10,F,52.3,86.0,0.0,47.0,,-830,within_review_threshold
spokane-transit-authority-sta,Spokane Transit Authority (STA),2026-07-10,B,82.4,65.2,100.0,92.5,,71,within_review_threshold
springfield-mass-transit-district-smtd,Springfield Mass Transit District (SMTD),2026-07-10,F,55.8,63.5,0.0,70.2,79.9,-34,within_review_threshold
springfield-mass-transit-district-smtd-3187,Springfield Mass Transit District (SMTD),2026-07-10,C,72.9,75.5,71.7,70.2,,43,within_review_threshold
squaxin-island-transit,Squaxin Island Transit,2026-07-10,F,53.8,77.5,0.0,63.8,,-983,within_review_threshold
squaxin-island-transit-2197,Squaxin Island Transit,2026-07-10,B,83.1,90.0,100.0,60.0,,83,within_review_threshold
squaxin-island-transit-846,Squaxin Island Transit,2026-07-10,F,53.8,77.5,0.0,63.8,,-983,within_review_threshold
st-lawrence-county-public-transit,St Lawrence County Public Transit,2026-07-10,F,40.4,66.8,0.0,35.7,,-71,within_review_threshold
st-lawrence-county-public-transit-2611,St Lawrence County Public Transit,2026-07-10,F,55.5,72.8,50.0,35.7,,30,within_review_threshold
st-mary-s-transit-system-sts,St. Mary's Transit System (STS),2026-07-10,F,42.6,71.5,0.0,36.3,,-1985,within_review_threshold
stagecoach-transportation-services-sts,Stagecoach Transportation Services (STS),2026-07-10,F,21.4,15.0,0.0,47.5,,-2382,within_review_threshold
stagecoach-transportation-services-sts-449,Stagecoach Transportation Services (STS),2026-07-10,F,21.4,15.0,0.0,47.5,,-2382,within_review_threshold
stanford-marguerite-shuttle-sms,Stanford Marguerite Shuttle (SMS),2026-07-10,A,92.9,83.8,100.0,100.0,,343,within_review_threshold
stanislaus-regional-transit-authority,Stanislaus Regional Transit Authority,2026-07-10,F,44.4,80.0,0.0,30.0,,-39,within_review_threshold
stanislaus-regional-transit-authority-stanrta,Stanislaus Regional Transit Authority (StanRTA),2026-07-10,F,42.7,45.5,0.0,37.4,87.2,-861,within_review_threshold
stanislaus-regional-transit-start,Stanislaus Regional Transit (StaRT),2026-07-10,F,47.6,66.0,0.0,59.9,,-2017,within_review_threshold
stanislaus-regional-transit-start-2273,Stanislaus Regional Transit (StaRT),2026-07-10,C,75.2,88.0,100.0,37.5,,355,within_review_threshold
stanislaus-regional-transit-start-87,Stanislaus Regional Transit (StaRT),2026-07-10,F,47.6,66.0,0.0,59.9,,-2017,within_review_threshold
star-transit,STAR Transit,2026-07-10,B,85.4,84.0,100.0,75.6,,539,within_review_threshold
star-transit-153,STAR Transit,2026-07-10,B,85.4,84.0,100.0,75.6,,539,within_review_threshold
star-transit-2444,Flex,2026-07-10,D,66.0,60.0,100.0,47.1,,114,within_review_threshold
star-transit-819,STAR Transit,2026-07-10,C,78.2,88.0,100.0,47.1,,114,within_review_threshold
stark-area-regional-transit-authority-sarta,Stark Area Regional Transit Authority (SARTA),2026-07-10,F,29.2,40.0,0.0,37.6,,-972,within_review_threshold
stark-area-regional-transit-authority-sarta-2001,Stark Area Regional Transit Authority (SARTA),2026-07-10,F,50.9,62.0,48.3,37.5,,29,within_review_threshold
starmetro,StarMetro,2026-07-10,F,56.8,71.8,0.0,81.4,,-677,within_review_threshold
starmetro-344,StarMetro,2026-07-10,F,56.8,71.8,0.0,81.4,,-677,within_review_threshold
startran,StarTran,2026-07-10,F,52.1,65.5,0.0,75.0,,-2017,within_review_threshold
startran-2269,StarTran,2026-07-10,D,68.2,72.0,100.0,37.5,,539,within_review_threshold
staten-island-ferry,Staten Island Ferry,2026-06-27,F,26.2,60.0,0.0,0.0,,,unknown
steamboat-springs-transit,Flex v2 included,2026-07-10,B,84.0,92.0,100.0,59.9,,140,within_review_threshold
steel-valley-regional-transit-authority,Steel Valley Regional Transit Authority,2026-07-10,F,45.9,67.5,0.0,52.4,,-191,within_review_threshold
steuben-area-rides,Steuben Area Rides,2026-07-10,F,18.2,25.5,0.0,22.5,,-2017,within_review_threshold
steuben-county-transit,Steuben County Transit,2026-07-10,F,26.5,44.5,0.0,22.5,,-191,within_review_threshold
streamline,Streamline,2026-07-10,B,80.3,83.5,100.0,60.0,,905,within_review_threshold
streamline-295,Streamline,2026-07-10,B,80.3,83.5,100.0,60.0,,905,within_review_threshold
suburban-mobility-authority-for-regional-transit-smart,Suburban Mobility Authority for Regional Transit (SMART),2026-07-10,B,84.3,94.5,96.7,60.2,,58,within_review_threshold
suffolk-county-transit,Suffolk County Transit,2026-07-10,F,32.5,66.0,0.0,37.5,0.0,-191,within_review_threshold
suffolk-county-transit-3115,Suffolk County Transit,2026-07-10,F,58.4,52.8,85.0,45.0,,26837,unusually_distant
sullivan-county-transit,Sullivan County Transit,2026-07-10,F,51.7,53.5,85.0,22.5,,174,within_review_threshold
summit-stage,Summit Stage,2026-07-10,C,79.6,84.0,100.0,57.1,,127,within_review_threshold
summit-stage-820,Summit Stage,2026-07-10,C,79.6,84.0,100.0,57.1,,127,within_review_threshold
sun-metro,Sun Metro,2026-07-10,C,71.3,73.0,100.0,45.9,,155,within_review_threshold
sunline-transit-agency,SunLine Transit Agency,2026-07-10,F,20.3,9.0,0.0,52.5,,-191,within_review_threshold
sunset-empire-transportation-district-setd-tillamook-county-transportation-district-columbia-county-rider,"Sunset Empire Transportation District (SETD), Tillamook County Transportation District, Columbia County Rider",2026-07-10,B,81.0,92.0,88.3,59.7,,53,within_review_threshold
sunshine-bus-company,Sunshine Bus Company,2026-07-10,F,41.2,62.0,0.0,45.0,,-1287,within_review_threshold
sunshine-bus-company-350,Sunshine Bus Company,2026-07-10,F,41.2,62.0,0.0,45.0,,-1287,within_review_threshold
suntran,SunTran,2026-07-10,F,47.3,76.0,0.0,44.8,,-419,within_review_threshold
suntran-2354,SunTran,2026-07-10,F,55.7,72.0,0.0,77.5,,-55,within_review_threshold
suntran-343,SunTran,2026-07-10,F,54.6,82.0,0.0,60.0,,-708,within_review_threshold
suntran-utah,SunTran Utah,2026-07-10,F,58.6,69.2,85.0,22.5,,1665,within_review_threshold
swan-island-evening-shuttle,Swan Island Evening Shuttle,2026-07-10,C,79.8,90.0,100.0,49.3,,144,within_review_threshold
taft-area-transit,Taft Area Transit,2026-07-10,F,51.1,74.0,0.0,60.0,,-1652,within_review_threshold
taft-area-transit-821,Taft Area Transit,2026-07-10,F,51.1,74.0,0.0,60.0,,-1652,within_review_threshold
tahoe-area-regional-transit-tart-north-lake-tahoe-express,Placer County,2026-07-10,C,75.4,84.0,98.3,45.0,,59,within_review_threshold
tahoe-area-regional-transit-tart-north-lake-tahoe-express-94,Placer County,2026-07-10,C,75.4,84.0,98.3,45.0,,59,within_review_threshold
tahoe-transportation-district,Tahoe Transportation District,2026-07-10,D,69.0,77.0,85.0,45.0,,26837,unusually_distant
tahoe-transportation-district-897,Tahoe Transportation District,2026-07-10,D,69.0,77.0,85.0,45.0,,26837,unusually_distant
tar-river-transit,Tar River Transit,2026-07-10,B,85.9,98.0,100.0,57.7,,206,within_review_threshold
tar-river-transit-472,Tar River Transit,2026-07-10,B,85.9,98.0,100.0,57.7,,206,within_review_threshold
tehama-rural-area-express-trax-susanville-indian-rancheria-public-transportation-program,"Tehama Rural Area Express (TRAX), Susanville Indian Rancheria Public Transportation Program",2026-07-10,F,51.4,76.0,0.0,58.1,,-70,within_review_threshold
tehama-rural-area-express-trax-susanville-indian-rancheria-public-transportation-program-116,"Tehama Rural Area Express (TRAX), Susanville Indian Rancheria Public Transportation Program",2026-07-10,F,51.4,76.0,0.0,58.1,,-70,within_review_threshold
teller-senior-coalition-transit-tsc-transit,Teller Senior Coalition Transit (TSC Transit),2026-07-10,B,86.6,98.0,100.0,60.0,,175,within_review_threshold
teller-senior-coalition-transit-tsc-transit-827,Teller Senior Coalition Transit (TSC Transit),2026-07-10,B,86.6,98.0,100.0,60.0,,175,within_review_threshold
terre-haute-transit-utility,Terre Haute Transit Utility,2026-07-10,F,52.0,76.0,0.0,59.9,,-374,within_review_threshold
terre-haute-transit-utility-387,Terre Haute Transit Utility,2026-07-10,F,52.0,76.0,0.0,59.9,,-374,within_review_threshold
the-comet,The Comet,2026-07-10,F,36.3,38.5,0.0,62.2,,-1582,within_review_threshold
the-comet-1197,The Comet,2026-07-10,F,36.3,38.5,0.0,62.2,,-1582,within_review_threshold
the-comet-2209,The Comet,2026-07-10,B,81.1,85.5,100.0,59.7,,183,within_review_threshold
the-current,The Current,2026-07-10,F,39.5,47.8,0.0,59.4,,-1689,within_review_threshold
the-current-428,The Current,2026-07-10,F,39.5,47.8,0.0,59.4,,-1689,within_review_threshold
the-jo,The JO,2026-07-10,F,40.9,77.5,0.0,22.5,,-2597,within_review_threshold
the-jule,The Jule,2026-07-10,F,41.7,72.0,0.0,32.8,,-2597,within_review_threshold
the-jule-2083,The Jule,2026-07-10,C,76.0,84.0,100.0,45.6,,447,within_review_threshold
the-moccasin-express,The Moccasin Express,2026-07-10,B,82.2,90.0,100.0,57.0,,114,within_review_threshold
the-otter-express,Flex v2 included,2026-07-10,D,61.7,88.0,36.7,45.0,,22,within_review_threshold
the-rapid,The Rapid,2026-07-10,D,68.7,71.0,85.0,52.5,,51,within_review_threshold
the-santa-cruzer,The Santa Cruzer,2026-07-10,A,91.6,99.5,98.3,75.0,,59,within_review_threshold
the-victoria-clipper,The Victoria Clipper,2026-07-10,F,58.1,77.5,0.0,77.5,,-3054,within_review_threshold
thebus,TheBus,2026-07-10,F,9.5,5.5,0.0,22.6,,-951,within_review_threshold
thebus-2350,TheBus,2026-07-10,F,40.1,34.5,71.7,22.6,,43,within_review_threshold
thousand-oaks-transit,Thousand Oaks Transit,2026-07-10,C,72.7,92.0,100.0,55.2,33.3,338,within_review_threshold
thousand-oaks-transit-33,Thousand Oaks Transit,2026-07-10,C,72.7,92.0,100.0,55.2,33.3,338,within_review_threshold
thousand-oaks-transit-kanan-shuttle,Thousand Oaks Transit - Kanan Shuttle,2026-07-10,F,56.6,86.5,0.0,60.0,,-96,within_review_threshold
tompkins-consolidated-area-transit-inc,Tompkins Consolidated Area Transit Inc,2026-07-10,C,73.0,81.0,60.0,52.5,97.5,36,within_review_threshold
torrance-transit,Torrance Transit,2026-07-10,F,54.3,73.5,0.0,70.9,,-909,within_review_threshold
town-of-estes-park,Town of Estes Park,2026-07-10,C,72.8,88.0,100.0,29.8,,318,within_review_threshold
town-of-mountain-village,Town of Mountain Village,2026-07-10,F,51.1,73.2,0.0,60.9,,-1195,within_review_threshold
town-of-mountain-village-594,Town of Mountain Village,2026-07-10,F,51.1,73.2,0.0,60.9,,-1195,within_review_threshold
town-of-telluride,Town of Telluride,2026-07-10,F,43.9,66.0,0.0,48.2,,-1197,within_review_threshold
town-of-telluride-2050,Flex v2 included,2026-07-10,B,81.6,87.8,100.0,58.2,,101,within_review_threshold
town-of-telluride-603,Town of Telluride,2026-07-10,F,43.9,66.0,0.0,48.2,,-1197,within_review_threshold
towson-loop,Towson Loop,2026-07-10,D,67.8,95.5,50.0,30.0,84.5,30,within_review_threshold
transfort,Flex,2026-07-10,B,80.2,94.0,100.0,45.0,,83,within_review_threshold
transfort-city-of-fort-collins-transfort,Transfort – City of Fort Collins (Transfort),2026-07-10,F,39.9,53.5,0.0,52.8,,-790,within_review_threshold
transit-authority-of-northern-kentucky-tank,Transit Authority of Northern Kentucky (TANK),2026-07-10,F,30.6,50.0,0.0,52.5,0.0,-922,within_review_threshold
transit-authority-of-northern-kentucky-tank-2068,Transit Authority of Northern Kentucky (TANK),2026-07-10,C,70.9,67.5,100.0,52.5,,119,within_review_threshold
transit-authority-of-river-city-tarc,Transit Authority of River City (TARC),2026-07-10,F,16.4,20.0,0.0,37.5,0.0,-398,within_review_threshold
transit-authority-of-river-city-tarc-2662,Fixed Route,2026-07-10,D,62.9,64.0,36.7,52.5,100.0,22,within_review_threshold
transit-orange-newburgh-local-transit,Transit Orange / Newburgh Local Transit,2026-07-10,F,55.3,83.2,0.0,60.4,,-907,within_review_threshold
transportation-management-association-of-chester-county-tmacc,Transportation Management Association of Chester County (TMACC),2026-07-10,C,71.7,83.2,85.0,45.0,,538,within_review_threshold
tri-delta-transit,Tri Delta Transit,2026-07-10,F,50.2,88.0,0.0,37.5,,-1652,within_review_threshold
tri-valley-transit,Tri-Valley Transit,2026-07-10,C,78.8,81.8,100.0,57.8,,114,within_review_threshold
tri-valley-transit-852,Tri-Valley Transit,2026-07-10,C,78.8,81.8,100.0,57.8,,114,within_review_threshold
trimet-portland-streetcar,"TriMet, Portland Streetcar",2026-07-10,C,71.8,46.2,100.0,85.0,,141,within_review_threshold
trinity-metro,Trinity Metro,2026-07-10,C,75.1,77.0,100.0,52.5,,78,within_review_threshold
trinity-transit,Trinity Transit,2026-07-10,F,53.7,80.0,0.0,60.0,,-184,within_review_threshold
trinity-transit-115,Trinity Transit,2026-07-10,F,53.7,80.0,0.0,60.0,,-184,within_review_threshold
trinity-transit-2709,Trinity Transit,2026-07-10,B,87.6,88.8,100.0,76.0,,174,within_review_threshold
tsc-transit,Flex v2 included,2026-07-10,F,55.5,88.0,0.0,54.4,,-9,within_review_threshold
tulare-county-area-transit-tcat,Tulare County Area Transit (TCAT),2026-07-10,C,73.8,75.0,100.0,51.0,,83,within_review_threshold
turlock-transit,Turlock Transit,2026-07-10,B,80.6,78.0,100.0,68.7,,173,within_review_threshold
turlock-transit-619,Turlock Transit,2026-07-10,B,80.6,78.0,100.0,68.7,,173,within_review_threshold
ucsc-transportation-and-parking-services,UCSC Transportation and Parking Services,2026-07-10,F,50.8,83.0,0.0,46.4,,-188,within_review_threshold
ulster-county-area-transit,Ulster County Area Transit,2026-07-10,F,53.3,42.0,85.0,43.9,,174,within_review_threshold
union-city-transit,Union City Transit,2026-07-10,F,51.9,58.0,0.0,84.9,,-1017,within_review_threshold
union-gap,Union Gap,2026-07-10,B,83.1,90.0,100.0,60.0,,265,within_review_threshold
union-gap-277,Union Gap,2026-07-10,B,83.1,90.0,100.0,60.0,,265,within_review_threshold
unitrans,Unitrans (ASUCD / City of Davis),2026-07-10,B,80.8,84.8,100.0,60.0,,74,within_review_threshold
university-of-california-berkeley-shuttle-bear-transit,University of California Berkeley Shuttle (Bear Transit),2026-07-10,F,45.1,68.0,0.0,49.1,,-1652,within_review_threshold
university-of-california-berkeley-shuttle-bear-transit-226,University of California Berkeley Shuttle (Bear Transit),2026-07-10,F,45.1,68.0,0.0,49.1,,-1652,within_review_threshold
university-of-colorado-boulder,University of Colorado Boulder,2026-07-10,C,72.9,88.0,68.3,55.3,,41,within_review_threshold
university-of-colorado-boulder-181,University of Colorado Boulder,2026-07-10,C,72.9,88.0,68.3,55.3,,41,within_review_threshold
university-of-iowa-cambus-cambus,University of Iowa - CAMBUS (CAMBUS),2026-07-10,C,73.5,96.0,70.0,44.7,,42,within_review_threshold
university-of-iowa-cambus-cambus-197,University of Iowa - CAMBUS (CAMBUS),2026-07-10,C,73.5,96.0,70.0,44.7,,42,within_review_threshold
university-of-michigan-transit-services,University of Michigan Transit Services,2026-07-10,F,48.6,58.0,0.0,74.2,,-1532,within_review_threshold
university-of-michigan-transit-services-2072,University of Michigan Transit Services,2026-07-10,C,71.9,68.0,71.7,77.4,,43,within_review_threshold
university-of-montana-udash,University of Montana (UDASH),2026-07-10,F,49.9,74.0,0.0,56.0,,-790,within_review_threshold
